especie,nome_comum,status_2014,status_2026,is_cr,proba_extincao,bioma_amazonia,bioma_mata_atlantica,bioma_cerrado,bioma_caatinga,bioma_pampa,bioma_pantanal,bioma_sistema_costeiro_marinho,regiao_norte,regiao_nordeste,regiao_sudeste,regiao_sul,regiao_centro_oeste,is_endemica,is_migratoria,tendencia_declinando,ameaca_expansao_urbana,ameaca_agropecuaria,ameaca_energia_mineracao,ameaca_transporte,ameaca_uso_recursos,ameaca_perturbacao_humana,ameaca_modificacoes_sistema,ameaca_invasoras,ameaca_poluicao,ameaca_mudancas_climaticas,risco_inicial_2014
Scinax v-signatus,Forest Snouted Treefrog,NE,LC,0,0.22852054310106154,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0
Ischnocnema nasuta,Pointy-nosed Robber Frog,NE,LC,0,0.22852054310106154,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0
Scinax cosenzai,Não Informado,NE,LC,0,0.22852054310106154,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0
Bokermannohyla caramaschii,Perereca-tigrada-do-Caramaschi,NE,LC,0,0.22852054310106154,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0
Dendrophryniscus carvalhoi,Carvalho's Tree Toad,NE,LC,0,0.22852054310106154,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0
Fritziana fissilis,"Perereca-marsupial, Split-backed Frog",NE,LC,0,0.22852054310106154,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0
Physalaemus rupestris,Não Informado,NE,NT,0,0.22820202584642468,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0.0
Boana bischoffi,Perereca,NE,LC,0,0.2253868658918374,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0
Gynacantha adela,"lava-bunda, lavadeira, Libélula",NE,LC,0,0.22231616470464588,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.0
Sipunculus polymyotus,Não Informado,NE,DD,0,0.22216603268229032,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0.0
Mussismilia harttii,Não Informado,EN,EN,0,0.22103175147394077,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,2.0
Hylodes charadranaetes,Rã-de-corredeira,NE,LC,0,0.21977377991233357,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Melanophryniscus peritus,Não Informado,NE,DD,0,0.21977377991233357,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Bokermannohyla luctuosa,Perereca-de-mata,NE,LC,0,0.21977377991233357,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Dendropsophus limai,Pererequinha-de-Lima,NE,DD,0,0.21977377991233357,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Heteragrion muryense,"agulhinha, donzelinha, lava-bunda, lavadeira, Libélula",NE,DD,0,0.21977377991233357,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Holoaden luederwaldti,Rãzinha-verrugosa-da-serra-de-Luederwaldt,NE,NT,0,0.21977377991233357,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Hylodes pipilans,Rã-de-corredeira,NE,LC,0,0.21977377991233357,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Platynectes undecimguttatus,Besouro mergulhador,NE,LC,0,0.21977377991233357,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Physalaemus atlanticus,Rãzinha-do-folhiço,NE,LC,0,0.21977377991233357,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Brasiliogomphus uniseries,"lava-bunda, lavadeira, Libélula",NE,DD,0,0.21977377991233357,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Phyllodytes megatympanum,Não Informado,NE,LC,0,0.21777319517159513,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0
Mussismilia leptophylla,Não Informado,NE,DD,0,0.2157378023454276,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0.0
Madrepora oculata,Não Informado,NE,LC,0,0.21181037279380682,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0.0
Peristicta muzoni,Libélula,NE,LC,0,0.20920763049575142,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0.0
Forcepsioneura garrisoni,"Agulhinha, Donzelinha, Lava-bunda, Lavadeira, Libélula",NE,NT,0,0.20853238046034975,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Hylodes heyeri,Rã-de-corredeira,NE,LC,0,0.20853238046034975,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Aegla lancinhas,Egla,NE,LC,0,0.20826055166865212,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0.0
Lauromacromia bedei,"lava-bunda, lavadeira, Libélula",NE,DD,0,0.20801290109577142,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Tuberculobasis guarani,Libélula,NE,DD,0,0.20801290109577142,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Scinax constrictus,Não Informado,NE,LC,0,0.20719235951221002,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0
Vitreorana parvula,Perereca-de-vidro,NE,LC,0,0.20714703470049092,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Acrorbis petricola,Não Informado,NE,DD,0,0.20593102846984826,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0.0
Proceratophrys avelinoi,Não Informado,NE,LC,0,0.20577504658326964,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0.0
Boana curupi,"Perereca, Perereca-curupi",NE,LC,0,0.20482835445704478,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0.0
Scinax skaios,Não Informado,NE,LC,0,0.20312543016455356,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0
Mycetopoda legumen,"Faquinha-arredondada, Marisco-de-água-doce",EN,EN,0,0.20221470060778976,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,2.0
Latrunculia janeirensis,Esponja,VU,LC,0,0.20220255626748285,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1.0
Ischnocnema melanopygia,Rãzinha-do-folhiço,NE,LC,0,0.20195294000548328,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0.0
Fritziana ohausi,"Perereca-marsupial, Petropolis Treefrog",NE,LC,0,0.20151193438159665,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0
Lauromacromia flaviae,"lava-bunda, lavadeira, Libélula",NE,DD,0,0.20139038416424737,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0
Aegla jundiai,Egla,NE,LC,0,0.20059691833195525,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0.0
Proceratophrys strussmannae,Sapo-de-chifre-da-Strussmann,NE,NT,0,0.2001473621701168,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0.0
Cycloramphus cedrensis,Rã-da-cachoeira,NE,DD,0,0.19967101089801514,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0
Canthocamptus campaneri,copépode,NE,DD,0,0.19907940740441993,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0
Parastacus tuerkayi,Não Informado,NE,EN,0,0.19801517492236267,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0
Telebasis simulacrum,Libélula,NE,LC,0,0.19699194648124174,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0.0
Epipleoneura angeloi,"agulhinha, donzelinha, lava-bunda, lavadeira, Libélula",NE,LC,0,0.19444897229020616,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0.0
Ischnocnema nanahallux,Não Informado,NE,LC,0,0.1939438660295126,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0
Leptodactylus marambaiae,Marambaia White-lipped Frog,NE,LC,0,0.1939438660295126,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0
Navicordulia kiautai,Libélula,NE,DD,0,0.1939438660295126,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0
Corvomeyenia epilithosa,Esponja,VU,DD,0,0.1933400431733674,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1.0
Parastacus varicosus,Lagostim,NE,LC,0,0.19212061830984575,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0.0
Leptodactylus camaquara,Não Informado,NE,LC,0,0.19204391357940456,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0
Phyllocycla signata,Libélula,NE,LC,0,0.1913421041125194,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.0
Diplodon caipira,Marisco de água doce,NE,DD,0,0.1911989284889206,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.0
Heteragrion dorsale,Libélula,NE,DD,0,0.19014503773117927,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Thraulodes daidaleus,"efemérida, siriruia",NE,DD,0,0.1900983960876235,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0.0
Bolitoglossa paraensis,"Salamandra, Salamandra-do-Pará",NE,LC,0,0.19002135589868052,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Proceratophrys rondonae,Sapo-de-chifre-de-Rondônia,NE,DD,0,0.19002135589868052,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Neuraeschna maxima,Libélula,NE,DD,0,0.19002135589868052,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Neuraeschna mina,Libélula,NE,DD,0,0.19002135589868052,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Denticulobasis ariken,"agulhinha, donzelinha, lava-bunda, lavadeira, Libélula",NE,LC,0,0.19002135589868052,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Phyllogomphoides praedatrix,Libélula,NE,DD,0,0.19002135589868052,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Allobates bacurau,Não Informado,NE,DD,0,0.19002135589868052,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Bolitoglossa caldwellae,Salamandra,NE,LC,0,0.19002135589868052,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Phoenicagrion ibseni,Libélula,NE,DD,0,0.19002135589868052,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Thraulodes ulmeri,"efemérida, siriruia",NE,DD,0,0.1899651587053368,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0
Sipunculus nudus,Não Informado,NE,DD,0,0.18813064299435417,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0.0
Nehalennia minuta,Libélula,NE,LC,0,0.18566636414089344,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.0
Phyllomedusa iheringii,Perereca-das-folhagens,NE,LC,0,0.18561739431153843,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Haasica balzani,"Marisco-de-água-doce, Marisco-pintado-do-Paraguai",NE,VU,0,0.1852169020950786,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0.0
Telebasis paraensei,Libélula,NE,LC,0,0.18320857756787776,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0.0
Cycloramphus valae,Rã-achatada-de-cachoeira,NE,DD,0,0.18290087741030212,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0.0
Phantasmarana lutzae,Não Informado,NE,LC,0,0.18074530916531031,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0
Scinax duartei,Perereca,NE,LC,0,0.18074530916531031,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0
Aegla strinatii,Egla,NE,LC,0,0.18074530916531031,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0
Bokermannohyla ibitipoca,Não Informado,NE,LC,0,0.18074530916531031,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0
Phrynomedusa bokermanni,Perequinha-verde-de-riacho-de-Bokermann,NE,DD,0,0.18074530916531031,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0
Aplastodiscus musicus,Não Informado,NE,DD,0,0.18074530916531031,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0
Parastacus defossus,Lagostim,NE,DD,0,0.17875956873935,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0.0
Homeoura lindneri,"agulhinha, donzelinha, lava-bunda, lavadeira, Libélula",VU,LC,0,0.17823649407887693,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1.0
Brachycephalus ferruginus,Sapinho-ferrugem,NE,LC,0,0.17819454454327302,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0
Argia cyathigera,Libélula,NE,DD,0,0.17752312216973767,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Cycloramphus catarinensis,Rã-da-cachoeira,NE,DD,0,0.17752312216973767,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Mussismilia hispida,Não Informado,NE,LC,0,0.1773515568643428,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0.0
Chthonerpeton noctinectes,Cecília-d'água-baiana,NE,LC,0,0.17703479660009427,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0.0
Diplodon greeffeanus,Marisco-de-água-doce,NE,DD,0,0.17700188933860977,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.0
Brachycephalus auroguttatus,Não Informado,NE,LC,0,0.17688157653636014,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0.0
Muricea flamma,Gorgônia-de-fogo,NE,LC,0,0.17646447774977503,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0
Adelphobates galactonotus,Não Informado,NE,LC,0,0.17585803964918323,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0.0
Anodontites ferrarisii,Abalone-redondo,NE,EN,0,0.1746619427119344,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0.0
Aphylla scapula,"lava-bunda, lavadeira, Libélula",NE,NT,0,0.17417415959349106,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0.0
Phyllogomphoides calverti,Libélula,NE,DD,0,0.17417415959349106,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0.0
Tuberculobasis karitiana,Libélula,NE,DD,0,0.17417415959349106,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0.0
Neoneura moorei,Libélula,NE,DD,0,0.17417415959349106,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0.0
Amazophrynella xinguensis,Não Informado,NE,NT,0,0.17417415959349106,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0.0
Tricorythodes incognitus,efemérida,NE,LC,0,0.17417415959349106,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0.0
Idiogomphoides emmeli,"lava-bunda, lavadeira, Libélula",NE,DD,0,0.17417415959349106,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0.0
Tuberculobasis arara,Libélula,NE,LC,0,0.17417415959349106,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0.0
Hyalinobatrachium muiraquitan,Não Informado,NE,DD,0,0.17417415959349106,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0.0
Paraleucilla solangeae,Esponja,NE,DD,0,0.17179338106287717,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0
Melanophryniscus sanmartini,Sapinho-da-barriga-vermelha,NE,NT,0,0.17115851554060113,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0.0
Perilestes minor,Libélula,NE,DD,0,0.17113653186580138,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0.0
Perissolestes aculeatus,Libélula,NE,LC,0,0.17113653186580138,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0.0
Aylacostoma tenuilabris,Não Informado,NE,VU,0,0.17110748317383392,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0.0
Phrynomedusa fimbriata,"Perereca-verde-de-fímbria, Perereca-verde-de-riacho-de-Paranapiacaba, Spiny-knee Leaf Frog",EX,EX,0,0.16889713211534754,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0
Bokermannohyla diamantina,Perereca,NE,LC,0,0.16589922637002702,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0
Dendropsophus anataliasiasi,Não Informado,NE,LC,0,0.16492897487191946,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0.0
Adenomera cotuba,Não Informado,NE,LC,0,0.16475265369582914,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0.0
Dendropsophus cerradensis,Não Informado,NE,LC,0,0.16434222749476193,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0.0
Archaeogomphus vanbrinkae,"lava-bunda, lavadeira, Libélula",NE,DD,0,0.16332579282948728,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Chthonerpeton tremembe,"Cecília, Cecília-d'água-do-Piauí, Cobra-cega",NE,DD,0,0.16156405688874823,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0
Diplodon rotundus,Concha-disco,NE,DD,0,0.15946467267817005,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.0
Mimosiphonops reinhardti,Cecília,NE,DD,0,0.15943238957253686,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0
Agaricia humilis,Não Informado,NE,DD,0,0.15778406945602141,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0.0
Cardisoma guanhumi,Não Informado,VU,VU,0,0.15772256344010813,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1.0
Phantasmarana jordanensis,Não Informado,NE,DD,0,0.15754640532579026,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0
Cycloramphus ohausi,Não Informado,NE,DD,0,0.15754640532579026,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0
Ischnocnema pusilla,Rãzinha-do-folhiço-anã,NE,DD,0,0.15754640532579026,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0
Johngarthia lagostoma,Não Informado,EN,EN,0,0.15684048048934499,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,2.0
Crossodactylus schmidti,Rãzinha-de-riacho,NE,LC,0,0.15605201942473274,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0.0
Charonia lampas,Não Informado,NE,,0,0.155947068006569,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0.0
Leptodactylus cunicularius,Não Informado,NE,LC,0,0.15515620388050147,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0.0
Phyllogomphoides suspectus,"lava-bunda, lavadeira, Libélula",NE,LC,0,0.15481585948461024,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0.0
Cycloramphus bandeirensis,Rãzinha-de-corredeira,NE,DD,0,0.1534302659771754,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0.0
Pithecopus megacephalus,Não Informado,NE,LC,0,0.1534222783626465,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0
Leila blainvilliana,Marisco-de-água-doce,NE,CR,1,0.15226858730675757,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0.0
Mycale purpurata,Esponja,NE,DD,0,0.1519384740760673,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0.0
Ralpharia sanctisebastiani,Não Informado,NE,LC,0,0.1519384740760673,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0.0
Acanthotetilla walteri,Esponja,NE,LC,0,0.15153105997833052,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.0
Callibaetis itannae,Efemérida,NE,DD,0,0.15092504323553263,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0.0
Agaricia agaricites,Não Informado,NE,DD,0,0.1506236330168303,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0.0
Agaricia fragilis,Não Informado,NE,LC,0,0.1506236330168303,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0.0
Echinaster echinophorus,estrela-do-mar,NE,LC,0,0.1503369502253361,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.0
Olivancillaria auricularia,Não Informado,NE,LC,0,0.14877537898758797,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0.0
Allobates tinae,Rã-cuidadora,NE,LC,0,0.14568705956512779,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0
Neuraeschna tapajonica,Libélula,NE,DD,0,0.14568705956512779,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0
Adelomelon ancilla,Não Informado,NE,,0,0.1440718260646122,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0.0
Melanophryniscus montevidensis,Sapinho-mão-vermelha-de-Montevidéu,VU,VU,0,0.14387112442856523,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1.0
Atretochoana eiselti,Cecília,NE,LC,0,0.14336035013075515,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.0
Proceratophrys cururu,Sapo-de-chifres,NE,LC,0,0.1420365349622766,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0.0
Dendrophryniscus skuki,Não Informado,NE,DD,0,0.14098260060161094,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Garrisonia aurindae,"lava-bunda, lavadeira, Libélula",NE,DD,0,0.14098260060161094,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Odontocymbiola simulatrix,Não Informado,NE,LC,0,0.14013720140885713,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0.0
Macrothemis lauriana,"lava-bunda, lavadeira, Libélula",NE,DD,0,0.1390199198421835,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0
