especie,nome_comum,status_2014,status_2026,is_cr,proba_extincao,bioma_amazonia,bioma_mata_atlantica,bioma_cerrado,bioma_caatinga,bioma_pampa,bioma_pantanal,bioma_sistema_costeiro_marinho,regiao_norte,regiao_nordeste,regiao_sudeste,regiao_sul,regiao_centro_oeste,is_endemica,is_migratoria,tendencia_declinando,ameaca_expansao_urbana,ameaca_agropecuaria,ameaca_energia_mineracao,ameaca_transporte,ameaca_uso_recursos,ameaca_perturbacao_humana,ameaca_modificacoes_sistema,ameaca_invasoras,ameaca_poluicao,ameaca_mudancas_climaticas,risco_inicial_2014
Ceratophrys ornata,"Sapo-de-chifre, Sapo intanha, Sapo-untanha",CR,CR,1,0.9932958361187606,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,3.0
Thoropa petropolitana,"Rã-da-pedra, Rã-das-pedras-de-Petropolis",CR,CR,1,0.9904974947153921,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,3.0
Thoropa lutzi,"Rã-do-paredão, Rãzinha-dos-rochedos",CR,CR,1,0.9893197050553256,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,3.0
Aegla microphthalma,Não Informado,CR,CR,1,0.9881953844491081,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,3.0
Aegla leptochela,Não Informado,CR,CR,1,0.9881953844491081,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,3.0
Aegla cavernicola,Não Informado,CR,CR,1,0.9873789166216733,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,3.0
Holoaden bradei,"Rãzinha-verrugosa-da-serra-de-Bradei, Sapinho-manicure",CR,CR,1,0.9873238119519029,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,3.0
Proceratophrys ararype,Sapo-de-chifre-do-Araripe,CR,CR,1,0.9835911126538766,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,3.0
Spelaeogammarus sanctus,Não Informado,CR,CR,1,0.9833426823770408,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,3.0
Spiripockia punctata,Não Informado,CR,CR,1,0.9827213460870682,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,3.0
Anomaloglossus tepequem,Não Informado,CR,CR,1,0.9820054306398331,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,3.0
Rhinella casconi,Cururu-do-Cascon,CR,CR,1,0.9817640119519723,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,3.0
Sluysia triapertura,Não Informado,CR,CR,1,0.9817609120404539,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,3.0
Paratelmatobius lutzii,Rãzinha-de-barriga-colorida,CR,CR,1,0.9801380046180365,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,3.0
Ischnocnema epipeda,Rãzinha-da-mata,CR,CR,1,0.9793912132793131,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,3.0
Seborgia potiguar,Não Informado,CR,CR,1,0.9793624462993539,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,3.0
Crossodactylodes itambe,Sapinho-do-Itambé,CR,CR,1,0.979056211748135,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,3.0
Nyctimantis pomba,"Painted tree frog, Perereca, Perereca-de-capacete, Perereca-pintada",CR,CR,1,0.9777623755161542,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,3.0
Spelaeogammarus titan,Não Informado,CR,CR,1,0.9765633491294712,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,3.0
Potamolithus troglobius,Não Informado,CR,CR,1,0.9760812321968663,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,3.0
Crossodactylus boulengeri,Não Informado,CR,CR,1,0.9749895141925599,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,3.0
Ischnocnema garciai,Rãzinha-da-mata-do-Garcia,CR,CR,1,0.9740939243734679,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,3.0
Sphaenorhynchus cammaeus,Não Informado,CR,CR,1,0.9706387714969577,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,3.0
Hylodes glaber,Itatiaia Tree Toad,CR,CR,1,0.9704815430226328,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,3.0
Phrynomedusa vanzolinii,Não Informado,CR,CR,1,0.9694057786219804,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,3.0
Hyalella formosa,Não Informado,CR,CR,1,0.9693738185062101,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,3.0
Melanophryniscus admirabilis,"Sapinho-admirável-de-barriga-vermelha, Sapinho-da-barriga-colorida",CR,CR,1,0.9690912276723415,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,3.0
Phrynomedusa marginata,"Perereca-das-folhagens, Pererequinha-macaco",CR,CR,1,0.9683425980490544,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,3.0
Adelophryne maranguapensis,Rãnzinha-pulga,CR,CR,1,0.9677086892983497,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,3.0
Crossodactylus dispar,"Rã-de-riacho-de-floresta, Rãzinha-de-riacho, Rãzinha-de-riacho-distinta",CR,CR,1,0.9649217754824349,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,3.0
Proceratophrys sanctaritae,"Sapo-de-chifres, Sapo-folha",CR,CR,1,0.9621660048613763,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,3.0
Hyalella imbya,Não Informado,CR,CR,1,0.9617925733360709,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,3.0
Physalaemus soaresi,"Floninha, Rãzinha, Rãzinha-de-folhiço",CR,CR,1,0.9589710335361488,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,3.0
Crossodactylus dantei,Rãzinha-de-riacho,CR,CR,1,0.9583523191916125,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,3.0
Scinax muriciensis,Não Informado,CR,CR,1,0.9583523191916125,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,3.0
Hylodes mertensi,Rã-de-riacho-de-Mertens,CR,CR,1,0.9514769087447154,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,3.0
Aegla brevipalma,Egla,CR,CR,1,0.947971441966593,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,3.0
Girardia desiderensis,Não Informado,CR,CR,1,0.9476088976598205,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,3.0
Spelaeogammarus santanensis,Não Informado,CR,CR,1,0.9465627208761166,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,3.0
Millepora braziliensis,Não Informado,NE,CR,1,0.9464750669264358,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0.0
Brachycephalus pernix,"Sapinho-de-colete, Sapinho-dourado, Sapinho-pingo-de-ouro-sardento",CR,CR,1,0.9460726774717881,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,3.0
Aegla charon,Não Informado,CR,CR,1,0.944691568584658,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,3.0
Euparkerella robusta,Rãzinha-do-folhiço,CR,CR,1,0.9429542921813207,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,3.0
Proceratophrys palustris,Sapo,CR,CR,1,0.9429542921813207,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,3.0
Girardia arenicola,Planária,CR,CR,1,0.9427035431744832,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,3.0
Girardia paucipuntacta,Planária,CR,CR,1,0.9404408767594739,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,3.0
Hyalella epikarstica,Não Informado,CR,CR,1,0.9404408767594739,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,3.0
Brasileirinho cavaticus,Não Informado,CR,CR,1,0.9385616624723643,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,3.0
Cycloramphus diringshofeni,Rã-de-cachoeira,CR,CR,1,0.9374518718246336,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,3.0
Sphaenorhynchus canga,Não Informado,CR,CR,1,0.9348412200773843,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3.0
Potamolithus karsticus,Caramujo-de-caverna,CR,EN,0,0.9325137226212566,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,3.0
Pithecopus rusticus,Perereca-macaco-rustica,CR,CR,1,0.9179028967028828,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,3.0
Scinax peixotoi,"Perereca, Pererequinha-da-Queimada-Grande-de-Peixoto",CR,CR,1,0.899660208363977,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,3.0
Fluminagrion taxaense,Libélula,CR,CR,1,0.8373974590894934,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Plexaurella obesa,Não Informado,NE,CR,1,0.828276858404007,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0.0
Dryadobates carioca,Não Informado,NE,CR,1,0.7925474943854577,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0.0
Racekiela cavernicola,Não Informado,VU,CR,1,0.7915412324750668,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1.0
Hyalella veredae,Não Informado,CR,VU,0,0.7815744656265864,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,3.0
Aegla franca,Egla,CR,EN,0,0.7524084164598864,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,3.0
Dryadobates erythropus,Não Informado,NE,CR,1,0.7478957697761565,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0.0
Cycloramphus stejnegeri,Não Informado,CR,CR,1,0.7357220293014631,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3.0
Spelaeometra hypogea,Não Informado,NE,CR,1,0.7139390736260571,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0.0
Hausera hauseri,Não Informado,VU,VU,0,0.6993448596816584,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1.0
Boana claresignata,Não Informado,NE,DD,0,0.6979632762039651,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0.0
Ischnocnema erythromera,Rãzinha-do-folhiço,NE,LC,0,0.6979632762039651,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0.0
Boana cambui,Não Informado,NE,CR,1,0.6979632762039651,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0.0
Phasmahyla lisbella,"Perereca-das-folhagens-pintada, Perereca-folha-brilhante",NE,DD,0,0.6810797072308634,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0.0
Crossodactylodes bokermanni,Rãzinha-de-bromélia,NE,NT,0,0.6810797072308634,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0.0
Boana clepsydra,São Paulo Treefrog,NE,DD,0,0.6810797072308634,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0.0
Girardia multidiverticulata,Não Informado,CR,CR,1,0.6802803885323612,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,3.0
Crossodactylus cyclospinus,Rãzinha-do-riacho,NE,DD,0,0.6754042883487205,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0.0
Phasmahyla timbo,Perereca-das-folhagens,NE,NT,0,0.6753753370208384,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0.0
Paratelmatobius mantiqueira,Rãzinha-de-barriga-colorida-da-Mantiqueira,NE,NT,0,0.67273489257818,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0.0
Hylodes dactylocinus,Rã-de-corredeira,NE,LC,0,0.6716372251356993,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0.0
Nathaliagrion porrectum,Libélula,NE,NT,0,0.6673020504390781,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0.0
Fredyagrion dispar,"Agulhinha, Donzelinha, Donzelinha das bromélias, Lava-bunda, Libélula, Libélula das bromélias",NE,LC,0,0.6600576759389745,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0.0
Phyllodytes maculosus,Perereca-das-bromélias,NE,LC,0,0.6505704294101211,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0.0
Dendropsophus studerae,"Perereca-de-bigode-branco, Pererequinha-do-brejo",NE,NT,0,0.6445512720829455,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0.0
Cycloramphus migueli,Rãzinha-de-corredeira,NE,NT,0,0.6321403683568203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0.0
Nyctimantis arapapa,Perereca-de-capacete,NE,NT,0,0.6321403683568203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0.0
Boana freicanecae,Perereca,NE,LC,0,0.6321403683568203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0.0
Phyllodytes wuchereri,Não Informado,NE,LC,0,0.6321403683568203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0.0
Phyllodytes punctatus,Perereca-das-bromélias,NE,NT,0,0.6321403683568203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0.0
Phyllodytes tuberculosus,Perereca-das-bromélias,NE,DD,0,0.6321403683568203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0.0
Cycloramphus asper,Rã-de-cachoeira,NE,DD,0,0.6211283129527125,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0.0
Phantasmarana massarti,Rãzona-de-corredeira,NE,NT,0,0.6167052400404218,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0.0
Leptodactylus viridis,Não Informado,NE,LC,0,0.61042532870586,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0.0
Chiasmocleis veracruz,Não Informado,NE,NT,0,0.608732745005282,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0.0
Pithecopus ayeaye,Perereca-de-folhagem-com-perna-reticulada,NE,LC,0,0.6071097908577611,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0.0
Potiberaba porakuara,Anfípode,VU,VU,0,0.6026915872070074,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1.0
Melanophryniscus xanthostomus,Não Informado,NE,NT,0,0.6022960233621499,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0.0
Cycloramphus brasiliensis,Rãzinha-de-corredeira,NE,LC,0,0.599176824669993,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0.0
Scinax belloni,Perereca,NE,NT,0,0.5935477996668381,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0.0
Dendropsophus dutrai,Não Informado,NE,DD,0,0.5865957569021577,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0.0
Diplodon ellipticus,Marisco-de-água-doce,NE,DD,0,0.5852608106190139,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0.0
Crossodactylus lutzorum,Não Informado,NE,LC,0,0.5833624383744144,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0.0
Idioneura furieriae,Libélula,NE,NT,0,0.5818281208433654,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0.0
Dendropsophus ruschii,"Pererequinha, Pererequinha-do-brejo, Pererequinha-suvaco-de-fogo",NE,LC,0,0.5804720751059921,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0.0
Sphaenorhynchus bromelicola,Perereca-limão-da-Bahia,EN,EN,0,0.5745502940255738,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,2.0
Plexaurella grandiflora,Não Informado,NE,EN,0,0.5681375052093126,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0.0
Dasypops schirchi,Sapo-cara-de-porco,NE,LC,0,0.5670149002595004,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Allobates olfersioides,Sapinho-foguete,NE,DD,0,0.5670149002595004,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Bokermannohyla lucianae,Perereca,NE,NT,0,0.5661615865652291,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0.0
Forcepsioneura machadorum,"libélula, Libélula",NE,CR,1,0.5615842263899955,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0.0
Phyllodytes amadoi,Não Informado,NE,DD,0,0.5615128929455576,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Leptodactylus hylodes,Não Informado,NE,DD,0,0.5615128929455576,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Dendrophryniscus oreites,sapo-arborícola,NE,DD,0,0.5615128929455576,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Eotheca fissipes,Perereca-marsupial,NE,LC,0,0.5615128929455576,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Spelaeogammarus trajanoae,Não Informado,EN,EN,0,0.5611894252939326,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,2.0
Phyllodytes melanomystax,Pererequinha-de-bigode-da-bromélia,NE,LC,0,0.5592844313673339,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0.0
Pongycarcinia xiphidiourus,Não Informado,EN,EN,0,0.5584005529829559,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,2.0
Diplodon fontainianus,Marisco-de-água-doce,NE,VU,0,0.557499337357935,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0.0
Brachycephalus curupira,Não Informado,NE,NT,0,0.5542196544305692,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0.0
Fritziana tonimi,Perereca-marsupial,NE,LC,0,0.5539790972951043,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Dendrophryniscus brevipollicatus,"Coastal Tree Toad, Sapinho-de-bromélia",NE,LC,0,0.5539790972951043,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Lauromacromia melanica,"lava-bunda, lavadeira, Libélula",NE,DD,0,0.5539790972951043,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Stereocyclops palmipes,Não Informado,NE,DD,0,0.5539790972951043,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Dendropsophus rhea,Não Informado,NE,DD,0,0.5539790972951043,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Proceratophrys moehringi,"Moehring's Smooth Horned Frog, Sapo-de-chifres",NE,LC,0,0.5539790972951043,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Proceratophrys phyllostomus,Não Informado,NE,LC,0,0.5539790972951043,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Ischnocnema oea,Rãzinha-do-folhiço,NE,LC,0,0.5539790972951043,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Scinax arduous,Perereca,NE,LC,0,0.5539790972951043,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Crossodactylodes izecksohni,Rãzinha-de-bromélia,EN,EN,0,0.5537037876905034,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2.0
Crossodactylus franciscanus,Não Informado,CR,CR,1,0.5432759348651752,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3.0
Aegla spinosa,Egla,NE,LC,0,0.5428925537875481,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0.0
Phyllodytes brevirostris,Não Informado,NE,NT,0,0.5415929394264742,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Hylomantis granulosa,Perereca-das-folhagens,NE,LC,0,0.5415929394264742,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Phyllodytes gyrinaethes,Perereca-das-bromélias,NE,NT,0,0.5415929394264742,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0
Hylodes sazimai,"Rã-de-corredeira, Rãzinha-do-sazima",EN,EN,0,0.5352363923493616,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,2.0
Bokermannohyla flavopicta,Não Informado,NE,NT,0,0.5302897467817412,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0.0
Brachycephalus tridactylus,Pingo-de-ouro,NE,NT,0,0.5273838395694324,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0.0
Cycloramphus faustoi,Rãzinha-de-corredeira,VU,VU,0,0.5269229698419599,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1.0
Spiripockia umbraticola,Espiripóquia-sombria,NE,DD,0,0.5223652000639506,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0.0
Ololygon insperata,Perereca,NE,NT,0,0.5199141322607883,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.0
Scinax atratus,"Peixoto's Snouted Treefrog, Pererequinha-de-bromélia-escura",NE,LC,0,0.5199141322607883,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0.0
Hylodes magalhaesi,Rã-de-corredeira,VU,LC,0,0.5197570963551906,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1.0
Melanophryniscus cambaraensis,"Sapinho-mão-vermelha-de-Cambará, Sapinho-verde, Sapinho-verde-de-barriga-vermelha",EN,EN,0,0.517076962234998,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,2.0
Rhipidodonta garbei,Marisco-de-água-doce,NE,VU,0,0.5076742526785631,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0.0
Oligoneuria macabaiba,"efemérida, siriruia",NE,EN,0,0.5074424096321305,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0.0
Sipunculus marcusi,Não Informado,NE,DD,0,0.5068971210536293,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0.0
Hylodes meridionalis,Rã-das-cachoeiras,NE,LC,0,0.5068338943816173,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0.0
Hylodes perplicatus,Rã-de-corredeira,NE,LC,0,0.5068338943816173,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0.0
Boana poaju,Perereca,NE,LC,0,0.5036804288203579,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0.0
Phantasmarana boticariana,Não Informado,NE,NT,0,0.4991484735171331,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0.0
