grupo,ordem,familia,especie_ou_subespecie,categoria,lista_2014
invertebrados_aquaticos,Littorinimorpha,Vermetidae,Petaloconchus myrakeenae,VU,1
invertebrados_aquaticos,Ostreoida,Pectinidae,Euvola ziczac,EN,1
invertebrados_aquaticos,Paxillosida,Astropectinidae,Astropecten articulatus,VU,1
invertebrados_aquaticos,Paxillosida,Astropectinidae,Astropecten brasiliensis,VU,1
invertebrados_aquaticos,Paxillosida,Astropectinidae,Astropecten marginatus,VU,1
invertebrados_aquaticos,Paxillosida,Luidiidae,Luidia senegalensis,VU,1
invertebrados_aquaticos,Poecilosclerida,Latrunculiidae,Latrunculia janeirensis,VU,1
invertebrados_aquaticos,Scleractinia,Mussidae,Mussismilia braziliensis,VU,1
invertebrados_aquaticos,Scleractinia,Mussidae,Mussismilia harttii,EN,1
invertebrados_aquaticos,Suberitida,Halichondriidae,Halichondria cebimarensis,VU,1
invertebrados_aquaticos,Suberitida,Halichondriidae,Halichondria tenebrica,VU,1
invertebrados_aquaticos,Terebratulida,Bouchardiidae,Bouchardia rosea,EN,1
invertebrados_aquaticos,Valvatida,Ophidiasteridae,Linckia guildingi,VU,1
invertebrados_aquaticos,Valvatida,Oreasteridae,Oreaster reticulatus,VU,1
peixes,Atheriniformes,Atherinopsidae,Odontesthes bicudo,EN,1
peixes,Carcharhiniformes,Carcharhinidae,Carcharhinus galapagensis,CR,1
peixes,Carcharhiniformes,Carcharhinidae,Carcharhinus longimanus,VU,1
peixes,Carcharhiniformes,Carcharhinidae,Carcharhinus obscurus,EN,1
peixes,Carcharhiniformes,Carcharhinidae,Carcharhinus perezi,VU,1
peixes,Carcharhiniformes,Carcharhinidae,Carcharhinus plumbeus,CR,1
peixes,Carcharhiniformes,Carcharhinidae,Carcharhinus porosus,CR,1
peixes,Carcharhiniformes,Carcharhinidae,Carcharhinus signatus,EN,1
peixes,Carcharhiniformes,Carcharhinidae,Isogomphodon oxyrhynchus,CR,1
peixes,Carcharhiniformes,Carcharhinidae,Negaprion brevirostris,EN,1
peixes,Carcharhiniformes,Sphyrnidae,Sphyrna lewini,CR,1
peixes,Carcharhiniformes,Sphyrnidae,Sphyrna media,CR,1
peixes,Carcharhiniformes,Sphyrnidae,Sphyrna mokarran,CR,1
peixes,Carcharhiniformes,Sphyrnidae,Sphyrna tiburo,CR,1
peixes,Carcharhiniformes,Sphyrnidae,Sphyrna tudes,CR,1
peixes,Carcharhiniformes,Sphyrnidae,Sphyrna zygaena,CR,1
peixes,Carcharhiniformes,Triakidae,Galeorhinus galeus,CR,1
peixes,Carcharhiniformes,Triakidae,Mustelus canis,EN,1
peixes,Carcharhiniformes,Triakidae,Mustelus fasciatus,CR,1
peixes,Carcharhiniformes,Triakidae,Mustelus schmitti,CR,1
peixes,Characiformes,Anostomidae,Hypomasticus thayeri,VU,1
peixes,Characiformes,Anostomidae,Leporinus guttatus,VU,1
peixes,Characiformes,Anostomidae,Leporinus pitingai,CR,1
peixes,Characiformes,Anostomidae,Sartor tucuruiense,EN,1
peixes,Characiformes,Characidae,Astyanax eremus,CR,1
peixes,Characiformes,Characidae,Brycon devillei,EN,1
peixes,Characiformes,Characidae,Brycon gouldingi,EN,1
peixes,Characiformes,Characidae,Brycon insignis,EN,1
peixes,Characiformes,Characidae,Brycon opalinus,VU,1
peixes,Characiformes,Characidae,Brycon orbignyanus,CR,1
peixes,Characiformes,Characidae,Brycon vermelha,EN,1
peixes,Characiformes,Characidae,Bryconamericus lambari,EN,1
peixes,Characiformes,Characidae,Diapoma pyrrhopteryx,EN,1
peixes,Characiformes,Characidae,Hasemania crenuchoides,EN,1
peixes,Characiformes,Characidae,Hasemania maxillaris,CR (PEX),0
peixes,Characiformes,Characidae,Hasemania melanura,CR (PEX),0
peixes,Characiformes,Characidae,Hasemania piatan,EN,1
peixes,Characiformes,Characidae,Hasemania uberaba,EN,0
peixes,Characiformes,Characidae,Henochilus wheatlandii,CR,1
peixes,Characiformes,Characidae,Hollandichthys taramandahy,EN,1
peixes,Characiformes,Characidae,Hyphessobrycon duragenys,EN,1
peixes,Characiformes,Characidae,Hyphessobrycon flammeus,EN,1
peixes,Characiformes,Characidae,Hyphessobrycon taurocephalus,CR (PEX),0
peixes,Characiformes,Characidae,Kolpotocheirodon figueiredoi,CR,1
peixes,Characiformes,Characidae,Lepidocharax diamantina,EN,1
peixes,Characiformes,Characidae,Mimagoniates lateralis,VU,1
peixes,Characiformes,Characidae,Mimagoniates sylvicola,EN,1
peixes,Characiformes,Characidae,Rachoviscus crassiceps,EN,1
peixes,Characiformes,Characidae,Rachoviscus graciliceps,EN,1
peixes,Characiformes,Characidae,Rhinopetitia potamorhachia,EN,1
peixes,Characiformes,Characidae,Spintherobolus ankoseion,VU,1
peixes,Characiformes,Characidae,Spintherobolus broccae,EN,1
peixes,Characiformes,Characidae,Spintherobolus leptoura,EN,1
peixes,Characiformes,Characidae,Spintherobolus papilliferus,EN,1
peixes,Characiformes,Characidae,Stygichthys typhlops,EN,1
peixes,Characiformes,Crenuchidae,Characidium grajahuensis,CR,1
peixes,Characiformes,Crenuchidae,Characidium vestigipinne,CR,1
peixes,Characiformes,Crenuchidae,Melanocharacidium nigrum,EN,1
peixes,Characiformes,Cynodontidae,Roestes itupiranga,VU,1
peixes,Characiformes,Lebiasinidae,Lebiasina marilynae,VU,1
peixes,Characiformes,Lebiasinidae,Lebiasina melanoguttata,VU,1
peixes,Characiformes,Lebiasinidae,Lebiasina minuta,VU,1
peixes,Characiformes,Parodontidae,Apareiodon davisi,EN,1
peixes,Characiformes,Prochilodontidae,Prochilodus britskii,EN,1
peixes,Characiformes,Prochilodontidae,Prochilodus vimboides,VU,1
peixes,Characiformes,Serrasalmidae,Mylesinus paucisquamatus,EN,1
peixes,Characiformes,Serrasalmidae,Myloplus tiete,EN,1
peixes,Characiformes,Serrasalmidae,Ossubtus xinguense,VU,1
peixes,Cyprinodontiformes,Anablepidae,Jenynsia sanctaecatarinae,EN,1
peixes,Cyprinodontiformes,Poeciliidae,Cnesterodon carnegiei,VU,1
peixes,Cyprinodontiformes,Poeciliidae,Cnesterodon iguape,CR,1
peixes,Cyprinodontiformes,Poeciliidae,Cnesterodon omorgmatos,CR,1
peixes,Cyprinodontiformes,Poeciliidae,Pamphorichthys pertapeh,CR,1
peixes,Cyprinodontiformes,Poeciliidae,Phalloptychus eigenmanni,CR,1
peixes,Cyprinodontiformes,Poeciliidae,Phallotorynus fasciolatus,CR (PEX),1
peixes,Cyprinodontiformes,Rivulidae,Anablepsoides cearensis,CR,1
peixes,Cyprinodontiformes,Rivulidae,Atlantirivulus lazzarotoi,CR,1
peixes,Cyprinodontiformes,Rivulidae,Atlantirivulus maricensis,CR,1
peixes,Cyprinodontiformes,Rivulidae,Atlantirivulus nudiventris,CR,1
peixes,Cyprinodontiformes,Rivulidae,Atlantirivulus simplicis,EN,1
peixes,Cyprinodontiformes,Rivulidae,Austrolebias adloffi,EN,1
peixes,Cyprinodontiformes,Rivulidae,Austrolebias alexandri,EN,1
peixes,Cyprinodontiformes,Rivulidae,Austrolebias arachan,VU,1
peixes,Cyprinodontiformes,Rivulidae,Austrolebias araucarianus,VU,0
peixes,Cyprinodontiformes,Rivulidae,Austrolebias bagual,CR,0
peixes,Cyprinodontiformes,Rivulidae,Austrolebias camaquensis,EN,0
peixes,Cyprinodontiformes,Rivulidae,Austrolebias carvalhoi,CR,1
peixes,Cyprinodontiformes,Rivulidae,Austrolebias cheradophilus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Austrolebias cinereus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Austrolebias cyaneus,EN,1
peixes,Cyprinodontiformes,Rivulidae,Austrolebias ephemerus,EN,0
peixes,Cyprinodontiformes,Rivulidae,Austrolebias ibicuiensis,EN,1
peixes,Cyprinodontiformes,Rivulidae,Austrolebias jaegari,CR,1
peixes,Cyprinodontiformes,Rivulidae,Austrolebias litzi,VU,1
peixes,Cyprinodontiformes,Rivulidae,Austrolebias nachtigalli,VU,1
peixes,Cyprinodontiformes,Rivulidae,Austrolebias nigrofasciatus,EN,1
peixes,Cyprinodontiformes,Rivulidae,Austrolebias paucisquama,VU,1
peixes,Cyprinodontiformes,Rivulidae,Austrolebias pelotapes,CR,0
peixes,Cyprinodontiformes,Rivulidae,Austrolebias pongondo,EN,0
peixes,Cyprinodontiformes,Rivulidae,Austrolebias quirogai,CR,0
peixes,Cyprinodontiformes,Rivulidae,Austrolebias univentripinnis,CR,1
peixes,Cyprinodontiformes,Rivulidae,Austrolebias varzeae,CR,1
peixes,Cyprinodontiformes,Rivulidae,Campellolebias brucei,CR,1
peixes,Cyprinodontiformes,Rivulidae,Campellolebias chrysolineatus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Campellolebias dorsimaculatus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Campellolebias intermedius,CR,1
peixes,Cyprinodontiformes,Rivulidae,Cynolebias akroa,VU,0
peixes,Cyprinodontiformes,Rivulidae,Cynolebias elegans,CR,0
peixes,Cyprinodontiformes,Rivulidae,Cynolebias gorutuba,EN,0
peixes,Cyprinodontiformes,Rivulidae,Cynolebias griseus,EN,1
peixes,Cyprinodontiformes,Rivulidae,Cynolebias leptocephalus,EN,1
peixes,Cyprinodontiformes,Rivulidae,Cynolebias parnaibensis,CR,0
peixes,Cyprinodontiformes,Rivulidae,Cynopoecilus feltrini,VU,0
peixes,Cyprinodontiformes,Rivulidae,Cynopoecilus intimus,VU,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias adornatus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias alternatus,EN,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias auratus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias brunoi,VU,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias carlettoi,EN,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias delucai,VU,0
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias faouri,VU,0
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias fasciatus,VU,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias flammeus,EN,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias flavicaudatus,EN,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias fulminantis,CR,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias gardneri,EN,0
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias ghisolfii,EN,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias gibberatus,VU,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias gilbertobrasili,CR,0
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias guanambi,VU,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias hamadryades,CR,0
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias harmonicus,VU,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias hellneri,EN,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias igneus,EN,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias janaubensis,CR,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias longignatus,VU,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias lopesi,CR,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias macaubensis,EN,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias magnificus,EN,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias marginatus,CR (PEX),1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias mediopapillatus,VU,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias multiradiatus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias nielseni,EN,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias notatus,EN,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias nudiorbitatus,VU,0
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias picturatus,EN,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias radiseriatus,EN,0
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias rufus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias shibattai,VU,0
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias splendissimus,VU,0
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias stellatus,EN,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias tocantinensis,CR,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias trilineatus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Hypsolebias virgulatus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Kryptolebias brasiliensis,EN,1
peixes,Cyprinodontiformes,Rivulidae,Kryptolebias campelloi,CR,1
peixes,Cyprinodontiformes,Rivulidae,Kryptolebias gracilis,CR,1
peixes,Cyprinodontiformes,Rivulidae,Leptolebias marmoratus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Leptopanchax citrinipinnis,CR,1
peixes,Cyprinodontiformes,Rivulidae,Leptopanchax itanhaensis,CR,1
peixes,Cyprinodontiformes,Rivulidae,Leptopanchax opalescens,CR,1
peixes,Cyprinodontiformes,Rivulidae,Leptopanchax splendens,CR,1
peixes,Cyprinodontiformes,Rivulidae,Maratecoara formosa,VU,1
peixes,Cyprinodontiformes,Rivulidae,Maratecoara splendida,VU,1
peixes,Cyprinodontiformes,Rivulidae,Melanorivulus crixas,VU,1
peixes,Cyprinodontiformes,Rivulidae,Melanorivulus illuminatus,VU,1
peixes,Cyprinodontiformes,Rivulidae,Melanorivulus karaja,VU,1
peixes,Cyprinodontiformes,Rivulidae,Melanorivulus kayapo,VU,1
peixes,Cyprinodontiformes,Rivulidae,Melanorivulus kunzei,VU,1
peixes,Cyprinodontiformes,Rivulidae,Melanorivulus pinima,EN,1
peixes,Cyprinodontiformes,Rivulidae,Melanorivulus rubromarginatus,VU,1
peixes,Cyprinodontiformes,Rivulidae,Melanorivulus rutilicaudus,VU,1
peixes,Cyprinodontiformes,Rivulidae,Melanorivulus salmonicaudus,VU,1
peixes,Cyprinodontiformes,Rivulidae,Melanorivulus scalaris,EN,1
peixes,Cyprinodontiformes,Rivulidae,Melanorivulus ubirajarai,VU,1
peixes,Cyprinodontiformes,Rivulidae,Melanorivulus vittatus,EN,1
peixes,Cyprinodontiformes,Rivulidae,Moema piriana,CR (PEX),1
peixes,Cyprinodontiformes,Rivulidae,Nematolebias catimbau,CR,1
peixes,Cyprinodontiformes,Rivulidae,Nematolebias papilliferus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Nematolebias whitei,CR,1
peixes,Cyprinodontiformes,Rivulidae,Notholebias cruzi,CR,1
peixes,Cyprinodontiformes,Rivulidae,Notholebias fractifasciatus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Notholebias minimus,EN,1
peixes,Cyprinodontiformes,Rivulidae,Notholebias vermiculatus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Ophthalmolebias bokermanni,CR,1
peixes,Cyprinodontiformes,Rivulidae,Ophthalmolebias constanciae,CR,1
peixes,Cyprinodontiformes,Rivulidae,Ophthalmolebias ilheusensis,EN,1
peixes,Cyprinodontiformes,Rivulidae,Ophthalmolebias perpendicularis,CR,1
peixes,Cyprinodontiformes,Rivulidae,Ophthalmolebias rosaceus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Ophthalmolebias suzarti,VU,1
peixes,Cyprinodontiformes,Rivulidae,Pituna brevirostrata,CR,1
peixes,Cyprinodontiformes,Rivulidae,Pituna xinguensis,CR,1
peixes,Cyprinodontiformes,Rivulidae,Plesiolebias canabravensis,VU,1
peixes,Cyprinodontiformes,Rivulidae,Plesiolebias xavantei,EN,1
peixes,Cyprinodontiformes,Rivulidae,Simpsonichthys boitonei,CR,1
peixes,Cyprinodontiformes,Rivulidae,Simpsonichthys cholopteryx,EN,1
peixes,Cyprinodontiformes,Rivulidae,Simpsonichthys espinhacensis,EN,0
peixes,Cyprinodontiformes,Rivulidae,Simpsonichthys nigromaculatus,VU,1
peixes,Cyprinodontiformes,Rivulidae,Simpsonichthys parallelus,EN,1
peixes,Cyprinodontiformes,Rivulidae,Simpsonichthys punctulatus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Simpsonichthys santanae,EN,1
peixes,Cyprinodontiformes,Rivulidae,Simpsonichthys zonatus,CR (PEX),1
peixes,Cyprinodontiformes,Rivulidae,Spectrolebias reticulatus,CR,1
peixes,Cyprinodontiformes,Rivulidae,Trigonectes strigabundus,EN,1
peixes,Cyprinodontiformes,Rivulidae,Xenurolebias myersi,EN,1
peixes,Elopiformes,Megalopidae,Megalops atlanticus,VU,1
peixes,Gymnotiformes,Apteronotidae,Sternarchella curvioperculata,EN,1
peixes,Gymnotiformes,Apteronotidae,Sternarchogiton zuanoni,EN,1
peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus britskii,EN,1
peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus caboclo,VU,1
peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus higuchii,CR,1
peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus inpai,VU,1
peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus jaimei,CR,1
peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus kokraimoro,EN,1
peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus mareikeae,VU,1
peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus severii,VU,1
peixes,Gymnotiformes,Apteronotidae,Sternarchorhynchus villasboasi,EN,1
peixes,Gymnotiformes,Apteronotidae,Tembeassu marauna,CR,1
peixes,Gymnotiformes,Sternopygidae,Archolaemus ferreirai,VU,0
peixes,Gymnotiformes,Sternopygidae,Archolaemus santosi,VU,0
peixes,Gymnotiformes,Sternopygidae,Eigenmannia vicentespelaea,VU,1
peixes,Hexanchiformes,Hexanchidae,Notorynchus cepedianus,CR,1
peixes,Lamniformes,Alopiidae,Alopias superciliosus,EN,1
peixes,Lamniformes,Alopiidae,Alopias vulpinus,CR,1
peixes,Lamniformes,Cetorhinidae,Cetorhinus maximus,CR,1
peixes,Lamniformes,Lamnidae,Carcharodon carcharias,VU,1
peixes,Lamniformes,Odontaspididae,Carcharias taurus,CR,1
peixes,Ophidiiformes,Ophidiidae,Ophidion holbrookii,CR,1
peixes,Ophidiiformes,Ophidiidae,Otophidium chickcharney,CR (PEX),0
peixes,Orectolobiformes,Ginglymostomatidae,Ginglymostoma cirratum,VU,1
peixes,Orectolobiformes,Rhincodontidae,Rhincodon typus,VU,1
peixes,Perciformes,Chaetodontidae,Prognathodes obliquus,VU,1
peixes,Perciformes,Cichlidae,Crenicichla cyclostoma,CR,1
peixes,Perciformes,Cichlidae,Crenicichla empheres,VU,1
peixes,Perciformes,Cichlidae,Crenicichla hadrostigma,VU,1
peixes,Perciformes,Cichlidae,Crenicichla heckeli,VU,1
peixes,Perciformes,Cichlidae,Crenicichla jegui,EN,1
peixes,Perciformes,Cichlidae,Crenicichla jupiaensis,EN,1
peixes,Perciformes,Cichlidae,Crenicichla urosema,EN,1
peixes,Perciformes,Cichlidae,Teleocichla centisquama,EN,1
peixes,Perciformes,Cichlidae,Teleocichla cinderella,EN,1
peixes,Perciformes,Cichlidae,Teleocichla prionogenys,VU,1
peixes,Perciformes,Cichlidae,Teleocichla wajapi,EN,1
peixes,Perciformes,Epinephelidae,Epinephelus itajara,CR,1
peixes,Perciformes,Epinephelidae,Epinephelus marginatus,VU,1
peixes,Perciformes,Epinephelidae,Epinephelus morio,VU,1
peixes,Perciformes,Gobiidae,Elacatinus figaro,VU,1
peixes,Perciformes,Istiophoridae,Kajikia albida,VU,1
peixes,Perciformes,Istiophoridae,Makaira nigricans,EN,1
peixes,Perciformes,Labridae,Halichoeres rubrovirens,VU,1
peixes,Perciformes,Labrisomidae,Malacoctenus brunoi,VU,1
peixes,Perciformes,Lutjanidae,Lutjanus cyanopterus,VU,1
peixes,Perciformes,Lutjanidae,Lutjanus purpureus,VU,1
peixes,Perciformes,Malacanthidae,Lopholatilus villarii,VU,1
peixes,Perciformes,Microdesmidae,Cerdale fasciata,EN,1
peixes,Perciformes,Polyprionidae,Polyprion americanus,CR,1
peixes,Perciformes,Pomacentridae,Microspathodon chrysurus,VU,1
peixes,Perciformes,Pomacentridae,Stegastes rocasensis,VU,1
peixes,Perciformes,Pomacentridae,Stegastes sanctipauli,VU,1
peixes,Perciformes,Pomacentridae,Stegastes trindadensis,VU,1
peixes,Perciformes,Scaridae,Scarus trispinosus,EN,1
peixes,Perciformes,Scaridae,Scarus zelindae,VU,1
peixes,Perciformes,Scaridae,Sparisoma axillare,VU,1
peixes,Perciformes,Scaridae,Sparisoma frondosum,VU,1
peixes,Perciformes,Scaridae,Sparisoma rocha,VU,1
peixes,Perciformes,Sciaenidae,Pogonias cromis,EN,1
peixes,Perciformes,Scombridae,Thunnus thynnus,EN,1
peixes,Perciformes,Serranidae,Choranthias salmopunctatus,VU,1
peixes,Perciformes,Serranidae,Hyporthodus nigritus,EN,1
peixes,Perciformes,Serranidae,Hyporthodus niveatus,VU,1
peixes,Perciformes,Serranidae,Mycteroperca bonaci,VU,1
peixes,Perciformes,Serranidae,Mycteroperca interstitialis,VU,1
peixes,Perciformes,Tripterygiidae,Enneanectes smithi,VU,1
peixes,Pleuronectiformes,Achiridae,Achirus mucuri,VU,1
peixes,Pristiformes,Pristidae,Pristis pectinata,CR (PEX),1
peixes,Pristiformes,Pristidae,Pristis pristis,CR,1
peixes,Rajiformes,Dasyatidae,Bathytoshia centroura,CR,1
peixes,Rajiformes,Dasyatidae,Fontitrygon colarensis,VU,1
peixes,Rajiformes,Dasyatidae,Hypanus americanus,VU,0
peixes,Rajiformes,Dasyatidae,Hypanus marianae,VU,0
peixes,Rajiformes,Gymnuridae,Gymnura altavela,CR,1
peixes,Rajiformes,Myliobatidae,Manta birostris,VU,1
peixes,Rajiformes,Myliobatidae,Mobula mobular,VU,1
peixes,Rajiformes,Myliobatidae,Mobula tarapacana,VU,1
peixes,Rajiformes,Myliobatidae,Mobula thurstoni,VU,1
peixes,Rajiformes,Myliobatidae,Myliobatis freminvillei,EN,1
peixes,Rajiformes,Myliobatidae,Myliobatis goodei,CR,1
peixes,Rajiformes,Myliobatidae,Myliobatis ridens,CR,1
peixes,Rajiformes,Myliobatidae,Rhinoptera brasiliensis,CR,1
peixes,Rajiformes,Potamotrygonidae,Paratrygon aiereba,CR,1
peixes,Rajiformes,Rajidae,Atlantoraja castelnaui,EN,1
peixes,Rajiformes,Rajidae,Atlantoraja cyclophora,VU,0
peixes,Rajiformes,Rajidae,Rioraja agassizii,VU,1
peixes,Rajiformes,Rajidae,Sympterygia acuta,EN,1
peixes,Rajiformes,Rajidae,Sympterygia bonapartii,EN,1
peixes,Rajiformes,Rhinobatidae,Pseudobatos horkelii,CR,1
peixes,Rajiformes,Rhinobatidae,Pseudobatos percellens,VU,0
peixes,Rajiformes,Rhinobatidae,Zapteryx brevirostris,VU,1
peixes,Rajiformes,Urolophidae,Urotrygon microphthalmum,VU,0
peixes,Scorpaeniformes,Scorpaenidae,Scorpaenodes insularis,VU,1
peixes,Siluriformes,Ariidae,Genidens barbus,EN,1
peixes,Siluriformes,Ariidae,Genidens planifrons,CR,1
peixes,Siluriformes,Ariidae,Paragenidens grandoculis,CR,1
peixes,Siluriformes,Ariidae,Sciades parkeri,VU,1
peixes,Siluriformes,Callichthyidae,Corydoras lacerdai,EN,1
peixes,Siluriformes,Callichthyidae,Scleromystax macropterus,EN,1
peixes,Siluriformes,Doradidae,Kalyptodoras bahiensis,EN,1
peixes,Siluriformes,Doradidae,Rhynchodoras xingui,EN,1
peixes,Siluriformes,Heptapteridae,Chasmocranus brachynemus,EN,1
peixes,Siluriformes,Heptapteridae,Heptapterus multiradiatus,CR (PEX),1
peixes,Siluriformes,Heptapteridae,Pimelodella kronei,EN,1
peixes,Siluriformes,Heptapteridae,Pimelodella spelaea,EN,1
peixes,Siluriformes,Heptapteridae,Rhamdia jequitinhonha,VU,1
peixes,Siluriformes,Heptapteridae,Rhamdiopsis krugi,VU,1
peixes,Siluriformes,Heptapteridae,Taunayia bifasciata,VU,1
peixes,Siluriformes,Loricariidae,Ancistrus cryptophthalmus,EN,1
peixes,Siluriformes,Loricariidae,Ancistrus formoso,VU,1
peixes,Siluriformes,Loricariidae,Ancistrus minutus,EN,1
peixes,Siluriformes,Loricariidae,Baryancistrus longipinnis,CR,1
peixes,Siluriformes,Loricariidae,Baryancistrus niveatus,CR,1
peixes,Siluriformes,Loricariidae,Delturus parahybae,CR,1
peixes,Siluriformes,Loricariidae,Harttia depressa,EN,1
peixes,Siluriformes,Loricariidae,Harttia dissidens,VU,1
peixes,Siluriformes,Loricariidae,Harttia panara,VU,0
peixes,Siluriformes,Loricariidae,Harttia villasboas,VU,0
peixes,Siluriformes,Loricariidae,Hemiancistrus megalopteryx,EN,1
peixes,Siluriformes,Loricariidae,Hypancistrus zebra,CR,1
peixes,Siluriformes,Loricariidae,Hypostomus subcarinatus,CR,0
peixes,Siluriformes,Loricariidae,Isbrueckerichthys saxicola,EN,1
peixes,Siluriformes,Loricariidae,Leporacanthicus joselimai,VU,1
peixes,Siluriformes,Loricariidae,Lithoxus lithoides,VU,1
peixes,Siluriformes,Loricariidae,Loricaria coximensis,CR,1
peixes,Siluriformes,Loricariidae,Microlepidogaster perforatus,CR,1
peixes,Siluriformes,Loricariidae,Neoplecostomus botucatu,VU,1
peixes,Siluriformes,Loricariidae,Otothyris juquiae,CR,1
peixes,Siluriformes,Loricariidae,Parancistrus nudiventris,EN,1
peixes,Siluriformes,Loricariidae,Pareiorhaphis nasuta,CR,1
peixes,Siluriformes,Loricariidae,Pareiorhaphis scutula,EN,1
peixes,Siluriformes,Loricariidae,Parotocinclus spilurus,EN,1
peixes,Siluriformes,Loricariidae,Plesioptopoma curvidens,CR,0
peixes,Siluriformes,Loricariidae,Pogonopoma obscurum,EN,1
peixes,Siluriformes,Loricariidae,Pogonopoma parahybae,EN,1
peixes,Siluriformes,Loricariidae,Pseudotocinclus juquiae,CR,1
peixes,Siluriformes,Loricariidae,Pseudotocinclus tietensis,EN,1
peixes,Siluriformes,Loricariidae,Scobinancistrus aureatus,VU,1
peixes,Siluriformes,Loricariidae,Scobinancistrus pariolispos,VU,1
peixes,Siluriformes,Pimelodidae,Aguarunichthys tocantinsensis,EN,1
peixes,Siluriformes,Pimelodidae,Conorhynchos conirostris,EN,1
peixes,Siluriformes,Pimelodidae,Pimelodus joannis,VU,1
peixes,Siluriformes,Pimelodidae,Pimelodus stewartii,VU,1
peixes,Siluriformes,Pimelodidae,Pseudoplatystoma corruscans,VU,0
peixes,Siluriformes,Pimelodidae,Steindachneridion amblyurum,CR,1
peixes,Siluriformes,Pimelodidae,Steindachneridion doceanum,CR,1
peixes,Siluriformes,Pimelodidae,Steindachneridion melanodermatum,EN,1
peixes,Siluriformes,Pimelodidae,Steindachneridion parahybae,EN,1
peixes,Siluriformes,Pimelodidae,Steindachneridion scriptum,EN,1
peixes,Siluriformes,Pseudopimelodidae,Lophiosilurus alexandri,VU,1
peixes,Siluriformes,Pseudopimelodidae,Microglanis maculatus,CR,0
peixes,Siluriformes,Pseudopimelodidae,Microglanis robustus,CR,1
peixes,Siluriformes,Trichomycteridae,Cambeva crassicaudata,EN,1
peixes,Siluriformes,Trichomycteridae,Cambeva igobi,VU,1
peixes,Siluriformes,Trichomycteridae,Cambeva mboycy,EN,1
peixes,Siluriformes,Trichomycteridae,Cambeva paolence,EN,1
peixes,Siluriformes,Trichomycteridae,Cambeva papillifera,EN,1
