especie,nome_comum,status_2014,status_2026,is_cr,proba_extincao,bioma_amazonia,bioma_mata_atlantica,bioma_cerrado,bioma_caatinga,bioma_pampa,bioma_pantanal,bioma_sistema_costeiro_marinho,regiao_norte,regiao_nordeste,regiao_sudeste,regiao_sul,regiao_centro_oeste,is_endemica,is_migratoria,tendencia_declinando,ameaca_expansao_urbana,ameaca_agropecuaria,ameaca_energia_mineracao,ameaca_transporte,ameaca_uso_recursos,ameaca_perturbacao_humana,ameaca_modificacoes_sistema,ameaca_invasoras,ameaca_poluicao,ameaca_mudancas_climaticas,risco_inicial_2014
Phylloscartes chapmani,barbudinho-do-tepui,NE,LC,0,0.032921734467871853,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0.0
Phylloscartes nigrifrons,maria-de-testa-preta,NE,LC,0,0.032921734467871853,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0.0
Sturnella magna,pedro-ceroulo,NE,LC,0,0.032921734467871853,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0.0
Himantopus mexicanus,pernilongo-de-costas-negras,NE,LC,0,0.032914761105528746,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0.0
Conothraupis speculigera,tiê-preto-e-branco,NE,LC,0,0.032525656036499304,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.0
Crypturellus bartletti,inhambu-anhangaí,NE,LC,0,0.032525656036499304,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0.0
Setophaga virens,mariquita-de-garganta-preta,NE,,0,0.03208476515882745,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Egretta gularis,garça-negra,NE,,0,0.03208476515882745,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ardeola ralloides,garça-caranguejeira,NE,LC,0,0.03208476515882745,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Pyriglena leucoptera,papa-taoca-do-sul,NE,LC,0,0.03185038123516673,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
Ramphocelus bresilia,tiê-sangue,NE,LC,0,0.03100578857908659,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0
Nothura maculosa,codorna-amarela,NE,LC,0,0.03070707070707071,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0
Melanerpes flavifrons,benedito-de-testa-amarela,NE,LC,0,0.030601801148248377,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Phaethornis eurynome,rabo-branco-de-garganta-rajada,NE,LC,0,0.030601801148248377,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Milvago chimango,chimango,NE,LC,0,0.030586281403539483,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0
Nothura boraquira,codorna-do-nordeste,NE,LC,0,0.03037659115473243,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0.0
Calidris pugnax,combatente,NE,,0,0.030339105339105343,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0
Ardenna gravis,"bobo-grande-de-sobre-branco, pardela-de-barrete, pardela-de-bico-preto",NE,LC,0,0.030271543305434693,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0.0
Pluvialis dominica,batuiruçu,NE,LC,0,0.029673758865248225,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0.0
Dendrocolaptes hoffmannsi,arapaçu-marrom,NE,LC,0,0.029565084117305063,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0.0
Rhegmatorhina berlepschi,mãe-de-taoca-arlequim,NE,LC,0,0.029416305499712775,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0.0
Zimmerius chicomendesi,poiaeiro-de-chicomendes,NE,LC,0,0.029416305499712775,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0.0
Herpsilochmus stotzi,chorozinho-do-aripuanã,NE,NT,0,0.029416305499712775,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0.0
Xiphorhynchus fuscus,arapaçu-rajado,NE,LC,0,0.029335896439222964,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sterna hirundo,trinta-réis-boreal,NE,LC,0,0.029287482480341714,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0.0
Micropygia schomburgkii,maxalalagá,NE,LC,0,0.029060964506664858,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0.0
Picumnus varzeae,pica-pau-anão-da-várzea,NE,DD,0,0.028756004682138035,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0.0
Hylophilus pectoralis,vite-vite-de-cabeça-cinza,NE,LC,0,0.02868581424754951,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
Myrmotherula iheringi,choquinha-de-ihering,NE,LC,0,0.02866108582073873,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0.0
Hypocnemis rondoni,cantador-de-rondon,NE,NT,0,0.02866108582073873,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0.0
Cyphorhinus interpositus,uirapuru-de-orelha-alaranjada,NE,NT,0,0.02866108582073873,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0.0
Cyanocorax cyanopogon,gralha-cancã,NE,LC,0,0.028466200705355445,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0
Compsothraupis loricata,"azulão, boiadeiro, carretão, espanta-vaqueiro, guaxe, tejo, tiê-caburé",NE,LC,0,0.028466200705355445,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0
Cercomacra melanaria,chororó-do-pantanal,NE,LC,0,0.028176100090222818,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Tolmomyias sucunduri,bico-chato-do-sucunduri,NE,LC,0,0.027977773389621027,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0.0
Myrmotherula klagesi,choquinha-do-tapajós,NE,LC,0,0.027977773389621027,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0.0
Cranioleuca muelleri,joão-escamoso,NE,NT,0,0.027977773389621027,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0.0
Campylorhamphus multostriatus,arapaçu-de-bico-curvo-do-xingu,VU,VU,0,0.027766714846641727,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1.0
Sporophila crassirostris,bicudinho,NE,LC,0,0.02772565603649931,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.0
Falco tinnunculus,peneireiro-de-dorso-malhado,NE,,0,0.027592100960280905,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Milvus migrans,milhafre-preto,NE,,0,0.027592100960280905,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Morus bassanus,atobá-boreal,NE,,0,0.027592100960280905,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ardea cinerea,"garça-moura-europeia, garça-real-europeia",NE,,0,0.027592100960280905,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Myrmoderus loricatus,formigueiro-assobiador,NE,LC,0,0.027398362986174832,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Embernagra longicauda,rabo-mole-da-serra,NE,LC,0,0.027398362986174832,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lepidocolaptes squamatus,arapaçu-escamado,NE,LC,0,0.027398362986174832,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Agelaioides fringillarius,asa-de-telha-pálido,NE,LC,0,0.027398362986174832,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Pseudoseisura cristata,casaca-de-couro,NE,LC,0,0.027398362986174832,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Myrmoderus squamosus,papa-formiga-de-grota,NE,LC,0,0.02723997925507049,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tangara desmaresti,saíra-lagarta,NE,LC,0,0.02723997925507049,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Parabuteo leucorrhous,gavião-de-sobre-branco,NE,LC,0,0.02723997925507049,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arremon semitorquatus,tico-tico-do-mato,NE,LC,0,0.02723997925507049,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cryptopezus nattereri,pinto-do-mato,NE,LC,0,0.02723997925507049,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ilicura militaris,tangarazinho,NE,LC,0,0.027032683390108277,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Coryphaspiza melanotis,tico-tico-de-máscara-negra,VU,VU,0,0.026462459305762288,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1.0
Coryphospingus pileatus,tico-tico-rei-cinza,NE,LC,0,0.02609607083522557,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0
Mimus gilvus,sabiá-da-praia,NE,LC,0,0.02609607083522557,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0
Cnipodectes superrufus,flautim-rufo,VU,VU,0,0.025959122588978135,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1.0
Poecilotriccus albifacies,ferreirinho-de-cara-branca,VU,VU,0,0.025959122588978135,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1.0
Calidris mauri,maçarico-do-alasca,NE,,0,0.024768799729676303,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
Sporophila schistacea,Cigarrinha-do-norte,NE,LC,0,0.024569357376085788,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0.0
Ramphastos vitellinus,tucano-de-bico-preto,NE,LC,0,0.02372234933611102,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0
Crypturellus undulatus,"jaó, juó, macucau, macucaua, macucauá, sururina",NE,LC,0,0.02372234933611102,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0
Cyanocorax cristatellus,gralha-do-campo,NE,LC,0,0.02372234933611102,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0
Primolius maracana,maracanã,NE,LC,0,0.02372234933611102,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0
Spizaetus tyrannus,gavião-pega-macaco,NE,LC,0,0.02372234933611102,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0
Amazona amazonica,curica,NE,LC,0,0.02372234933611102,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0
Eupsittula aurea,periquito-rei,NE,LC,0,0.02372234933611102,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0
Forpus xanthopterygius,tuim,NE,LC,0,0.02372234933611102,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0
Falco aesalon,esmerilhão-europeu,NE,,0,0.023617741985921925,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Calidris himantopus,maçarico-pernilongo,NE,LC,0,0.023509803921568626,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0.0
Sporophila palustris,caboclinho-de-papo-branco,VU,NT,0,0.023331769892119308,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1.0
Thamnophilus ambiguus,choca-de-sooretama,NE,LC,0,0.02296764804171034,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dendrocolaptes ridgwayi,arapaçu-barrado-do-tapajós,NE,NT,0,0.022765341139887665,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0.0
Lugensa brevirostris,grazina-de-bico-curto,NE,,0,0.022751993367430643,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
Netta peposaca,marrecão,NE,LC,0,0.02227955377955378,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0.0
Catharus fuscescens,sabiá-norte-americano,NE,LC,0,0.022188665710186514,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0.0
Xipholena lamellipennis,bacacu-preto,VU,VU,0,0.022168202012058665,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1.0
Pyrrhura coerulescens,tiriba-pérola,VU,VU,0,0.022168202012058665,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1.0
Pyrrhura amazonum,tiriba-de-hellmayr,VU,VU,0,0.022168202012058665,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1.0
Tinamus tao,azulona,VU,VU,0,0.022089108910891088,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1.0
Mareca sibilatrix,marreca-oveira,NE,,0,0.02203235733594744,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0
Celeus obrieni,pica-pau-do-parnaíba,VU,VU,0,0.021975597112089632,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1.0
Hylopezus paraensis,torom-do-pará,VU,VU,0,0.02173333333333333,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1.0
Xiphocolaptes carajaensis,arapaçu-do-carajás,VU,VU,0,0.021656350700983467,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1.0
Pyrrhura frontalis,"cara-suja, tiriba, tiriba-de-testa-vermelha",NE,LC,0,0.021544011544011546,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0
Nannopsittaca dachilleae,periquito-da-amazônia,NE,LC,0,0.02153668034475371,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0.0
Aburria cumanensis,"cajubi, cujubi-de-barbela-fina, cujubim, jacutinga, jacutinga-de-garganta-azul",NE,LC,0,0.021433659573194458,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0.0
Burhinus bistriatus,téu-téu-da-savana,VU,VU,0,0.02115912258897814,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1.0
Cercomacra carbonaria,chororó-do-rio-branco,NE,NT,0,0.02115912258897814,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0.0
Formicarius rufifrons,pinto-do-mato-de-fronte-ruiva,NE,NT,0,0.02115912258897814,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.0
Aratinga solstitialis,jandaia-amarela,EN,EN,0,0.02115912258897814,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,2.0
Stigmatura napensis,papa-mosca-do-sertão,NE,VU,0,0.02115912258897814,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0
Henicorhina leucosticta,uirapuru-de-peito-branco,NE,LC,0,0.02115912258897814,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.0
Netta erythrophthalma,paturi-preta,NE,LC,0,0.021130565762687303,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0
Aburria cujubi,cujubi,VU,VU,0,0.021127021393505297,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1.0
Crax globulosa,"mutum-açu, mutum-de-assovio, mutum-de-fava, mutum-fava, mutum-piurí",EN,EN,0,0.020792455922311468,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,2.0
Ramphocaenus sticturus,chirito-do-bambu,NE,LC,0,0.020773588628704143,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0.0
Gallinago undulata,narcejão,NE,LC,0,0.020687761915684538,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0.0
Neochen jubata,pato-corredor,NE,LC,0,0.020586311777079418,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0.0
Heliomaster squamosus,bico-reto-de-banda-branca,NE,LC,0,0.02058479239400127,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sclerurus albigularis,vira-folha-de-garganta-cinza,NE,NT,0,0.020537568294644593,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0.0
Leucophaeus modestus,gaivota-cinzenta,NE,,0,0.0205043324087288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Turdus iliacus,sabiá-ruivo,NE,,0,0.0205043324087288,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Xema sabini,gaivota-de-sabine,NE,,0,0.020478206443181376,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Myiopsitta monachus,caturrita,NE,LC,0,0.019841659841659844,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0
Paroaria coronata,"cardeal, cardeal-de-topete-vermelho, galo-de-campina",NE,LC,0,0.019841659841659844,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0
Pygochelidon melanoleuca,andorinha-de-coleira,NE,NT,0,0.019465960077724786,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.0
Hypocnemis striata,cantador-estriado,VU,VU,0,0.019225768321513,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1.0
Thamnophilus nigrocinereus,choca-preta-e-cinza,NE,VU,0,0.019184587813620074,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0.0
Morphnus guianensis,"gavião-real-falso, uiraçu, uiraçu-falso",VU,NT,0,0.019144002618229423,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1.0
Contopus cooperi,piuí-boreal,NE,NT,0,0.019141571007287174,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0.0
Lepidothrix iris,cabeça-de-prata,EN,EN,0,0.01904761904761905,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,2.0
Chamaeza ruficauda,tovaca-de-rabo-vermelho,NE,LC,0,0.018747386662477897,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Scytalopus speluncae,tapaculo-preto,NE,LC,0,0.018747386662477897,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dysithamnus xanthopterus,choquinha-de-asa-ferrugem,NE,LC,0,0.018747386662477897,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Castanozoster thoracicus,peito-pinhão,NE,LC,0,0.018747386662477897,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Phaethornis squalidus,rabo-branco-pequeno,NE,LC,0,0.018747386662477897,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ramphodon naevius,beija-flor-rajado,NE,LC,0,0.018747386662477897,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Phaethornis maranhaoensis,rabo-branco-do-maranhão,NE,LC,0,0.01868393154626685,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0.0
Automolus paraensis,barranqueiro-do-pará,NE,LC,0,0.01868393154626685,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0.0
Pluvialis squatarola,batuiruçu-de-axila-preta,NE,LC,0,0.018609082248332805,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0.0
Leptasthenura striolata,grimpeirinho,NE,LC,0,0.018490698843640022,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Eurypyga helias,pavãozinho-do-pará,NE,LC,0,0.0181912938010499,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Amazona farinosa,papagaio-moleiro,NE,LC,0,0.018028009863938797,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0
Pteroglossus inscriptus,"araçari-de-bico-riscado, araçari-miudinho-de-bico-riscado",NE,LC,0,0.017624135763670647,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0.0
Porphyrio flavirostris,frango-d'água-pequeno,NE,LC,0,0.017224558452481074,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0.0
Neomorphus geoffroyi,jacu-estalo,VU,VU,0,0.017218141168955606,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1.0
Psarocolius decumanus,japu,NE,LC,0,0.01713270794246404,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Trogon viridis,surucuá-de-barriga-amarela,NE,LC,0,0.01713270794246404,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Chloroceryle inda,martim-pescador-da-mata,NE,LC,0,0.01713270794246404,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Spizaetus melanoleucus,gavião-pato,NE,LC,0,0.01713270794246404,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Megascops ater,corujinha-de-belém,NE,LC,0,0.017102010642312045,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0.0
Leucopternis kuhli,Gavião-Vaqueiro,NE,LC,0,0.016822442244224422,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0
Sporophila ardesiaca,papa-capim-de-costas-cinzas,NE,LC,0,0.016697726671953475,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0
Paroaria dominicana,"cardeal-do-nordeste, galo-de-campina",NE,LC,0,0.016697726671953475,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0
Numenius borealis,maçarico-esquimó,RE,RE,0,0.016695970695970695,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0.0
Aratinga jandaya,jandaia-verdadeira,NE,LC,0,0.01658861592454486,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0.0
Arremon flavirostris,tico-tico-de-bico-amarelo,NE,LC,0,0.016403100775193802,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Pyrrhura pallescens,tiriba-do-madeira,VU,VU,0,0.016315368874488652,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1.0
Hylexetastes uniformis,arapaçu-uniforme,VU,VU,0,0.016315368874488652,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1.0
Capito dayi,capitão-de-cinta,VU,VU,0,0.016315368874488652,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1.0
Pseudocolopteryx dinelliana,tricolino-pardo,NE,,0,0.016291666666666663,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Pseudoleistes guirahuro,chopim-do-brejo,NE,LC,0,0.01624354005167959,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
Pyrrhura molinae,tiriba-de-cauda-vermelha,VU,VU,0,0.015900875015919264,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0
