especie,nome_comum,status_2014,status_2026,is_cr,proba_extincao,bioma_amazonia,bioma_mata_atlantica,bioma_cerrado,bioma_caatinga,bioma_pampa,bioma_pantanal,bioma_sistema_costeiro_marinho,regiao_norte,regiao_nordeste,regiao_sudeste,regiao_sul,regiao_centro_oeste,is_endemica,is_migratoria,tendencia_declinando,ameaca_expansao_urbana,ameaca_agropecuaria,ameaca_energia_mineracao,ameaca_transporte,ameaca_uso_recursos,ameaca_perturbacao_humana,ameaca_modificacoes_sistema,ameaca_invasoras,ameaca_poluicao,ameaca_mudancas_climaticas,risco_inicial_2014
Lessonia rufa,colegial,NE,LC,0,0.0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Leptopogon amaurocephalus,cabeçudo,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Leptodon cayanensis,"gavião-de-cabeça-cinza, gavião-gato",NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lepidothrix suavissima,dançador-do-tepui,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lepidothrix serena,uirapuru-estrela,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lepidothrix nattereri,Uirapuru-De-Chapéu-Branco,NE,LC,0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lepidothrix coronata,uirapuru-de-chapéu-azul,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lepidocolaptes layardi,Arapaçu-De-Listras-Brancas-Do-Leste,NE,LC,0,0.0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lepidocolaptes fuscicapillus,"arapaçu-de-rondônia, Rondonia Woodcreeper",NE,LC,0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lepidocolaptes fatimalimae,arapaçu-do-inambari,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lepidocolaptes duidae,arapaçu-do-duida,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0.0
Calidris canutus,maçarico-de-papo-vermelho,VU,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1.0
Calidris bairdii,maçarico-de-bico-fino,NE,,0,0.0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Calidris alba,maçarico-branco,NE,LC,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0.0
Cacicus solitarius,iraúna-de-bico-branco,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cacicus oseryi,japu-de-capacete,NE,DD,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0.0
Hypocnemoides melanopogon,solta-asa-do-norte,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hypocnemoides maculicauda,solta-asa,NE,LC,0,0.0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lophornis ornatus,beija-flor-de-leque-canela,NE,LC,0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lophornis magnificus,topetinho-vermelho,NE,LC,0,0.0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lophornis gouldii,topetinho-do-brasil-central,VU,VU,0,0.0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1.0
Lophornis delattrei,topetinho-ruivo,NE,,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lophornis chalybeus,topetinho-verde,NE,LC,0,0.0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lochmias nematura,joão-porca,NE,LC,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lipaugus vociferans,cricrió,NE,LC,0,0.0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lipaugus streptophorus,cricrió-de-cinta-vermelha,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Liosceles thoracicus,corneteiro-da-mata,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Limosa haemastica,maçarico-de-bico-virado,NE,LC,0,0.0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0
Limnornis curvirostris,joão-da-palha,NE,LC,0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Leucopternis melanops,gavião-de-cara-preta,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Leucophaeus atricilla,gaivota-alegre,NE,LC,0,0.0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0
Caracara plancus,"caracará, carcará",NE,LC,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Capsiempis flaveola,marianinha-amarela,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lophornis pavoninus,topetinho-pavão,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Isleria guttata,choquinha-de-barriga-ruiva,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Iodopleura isabellae,anambé-de-coroa,NE,LC,0,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Iodopleura fusca,anambé-fusco,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Inezia subflava,amarelinho,NE,LC,0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Inezia inornata,alegrinho-do-chaco,NE,LC,0,0.0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Inezia caudata,amarelinho-da-amazônia,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0
Ictinia plumbea,sovi,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Ictinia mississippiensis,"gavião-de-mississipi, sovi-do-norte",NE,LC,0,0.0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Icterus pyrrhopterus,encontro,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Icterus nigrogularis,joão-pinto-amarelo,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Icterus galbula,corrupião-de-baltimore,NE,,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Icterus chrysocephalus,rouxinol-do-rio-negro,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Icterus cayanensis,inhapim,NE,LC,0,0.0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Loriotus cristatus,tiê-galo,NE,LC,0,0.0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lophotriccus vitiosus,maria-fiteira,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lophotriccus galeatus,Caga-Sebinho-De-Penacho,NE,LC,0,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lophotriccus eulophotes,maria-topetuda,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0
Lophostrix cristata,coruja-de-crista,NE,LC,0,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Elanoides forficatus,gavião-tesoura,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Elaenia spectabilis,guaracava-grande,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Elaenia ruficeps,guaracava-de-topete-vermelho,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Elaenia pelzelni,guaracava-do-rio,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0
Elaenia parvirostris,"guaracava-de-bico-curto, tuque-pium",NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Elaenia olivina,guaracava-serrana,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Elaenia mesoleuca,tuque,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Elaenia flavogaster,guaracava-de-barriga-amarela,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Elaenia dayi,guaracava-dos-tepuis,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0.0
Carduelis carduelis,pintassilgo-europeu,NE,,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Megarynchus pitangua,neinei,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Megaceryle torquata,martim-pescador-grande,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mecocerculus leucophrys,alegrinho-de-garganta-branca,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mazaria propinqua,joão-de-barriga-branca,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Maschalethraupis surinamus,Tem-Tem-De-Topete-Ferrugíneo,NE,LC,0,0.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Manacus manacus,rendeira,NE,LC,0,0.0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Malacoptila semicincta,barbudo-de-coleira,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Malacoptila rufa,barbudo-de-pescoço-ferrugem,NE,LC,0,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Malacoptila fusca,barbudo-pardo,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Macroagelaius imthurni,iraúna-da-guiana,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Machetornis rixosa,suiriri-cavaleiro,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Machaeropterus striolatus,tangará-riscado,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Machaeropterus pyrocephalus,uirapuru-cigarra,NE,LC,0,0.0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lurocalis semitorquatus,tuju,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Loriotus rufiventer,tem-tem-de-crista-amarela,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Loriotus luctuosus,Tem-Tem-De-Dragona-Branca,NE,LC,0,0.0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cantorchilus griseus,garrincha-cinza,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Elaenia chiriquensis,chibum,NE,LC,0,0.0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Elaenia chilensis,guaracava-de-crista-branca,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Egretta tricolor,garça-tricolor,NE,LC,0,0.0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Egretta thula,garça-branca-pequena,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Egretta caerulea,garça-azul,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Micrastur gilvicollis,falcão-mateiro,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Micrastur buckleyi,falcão-de-buckley,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Metopothrix aurantiaca,joão-folheiro,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Melanerpes cruentatus,benedito-de-testa-vermelha,NE,LC,0,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Melanerpes cactorum,pica-pau-de-testa-branca,NE,LC,0,0.0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Megastictus margaritatus,choca-pintada,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Megascops watsonii,corujinha-orelhuda,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Megascops usta,corujinha-relógio,NE,LC,0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Megascops stangiae,corujinha-do-xingu,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Megascops roraimae,corujinha-de-roraima,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Buteo platypterus,gavião-de-asa-larga,NE,LC,0,0.0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Buteo brachyurus,gavião-de-cauda-curta,NE,LC,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Buteo albonotatus,gavião-de-rabo-barrado,NE,LC,0,0.0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Bubulcus ibis,garça-vaqueira,NE,LC,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0
Bubo virginianus,jacurutu,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0.0
Brotogeris versicolurus,"periquito-da-campina, periquito-de-asa-branca",NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Microcerculus ustulatus,flautista-do-tepui,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Microcerculus marginatus,Uirapuru-Veado,NE,LC,0,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Microcerculus bambla,uirapuru-de-asa-branca,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Microbates collaris,bico-assovelado-de-coleira,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Micrastur ruficollis,falcão-caburé,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Capito niger,capitão-de-bigode-carijó,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Capito aurovirens,capitão-de-coroa,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Capito auratus,capitão-de-fronte-dourada,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cantorchilus leucotis,garrinchão-de-barriga-vermelha,NE,LC,0,0.0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cantorchilus guarayanus,garrincha-do-oeste,NE,LC,0,0.0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Drymophila devillei,trovoada-listrada,NE,LC,0,0.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dromococcyx phasianellus,peixe-frito-verdadeiro,NE,LC,0,0.0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dromococcyx pavoninus,peixe-frito-pavonino,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Doryfera johannae,bico-de-lança,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Donacobius atricapilla,japacanim,NE,LC,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Milvago chimachima,carrapateiro,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Microxenops milleri,bico-virado-da-copa,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Microspingus melanoleucus,capacetinho,NE,LC,0,0.0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Microrhopias quixensis,papa-formiga-de-bando,NE,LC,0,0.0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Micromonacha lanceolata,macuru-papa-mosca,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Micrococcyx pumilus,papa-lagarta-de-papo-ferrugem,NE,,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Micrococcyx cinereus,papa-lagarta-cinzento,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Butorides striata,socozinho,NE,LC,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0
Buteogallus schistaceus,gavião-azul,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0.0
Buteogallus aequinoctialis,gavião-caranguejeiro,NE,LC,0,0.0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0.0
Buteo swainsoni,gavião-papa-gafanhoto,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0
Mimus triurus,calhandra-de-três-rabos,NE,LC,0,0.0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Mimus saturninus,sabiá-do-campo,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hypocnemis subflava,cantador-galego,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
Hypocnemis peruviana,cantador-sinaleiro,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hypocnemis hypoxantha,cantador-amarelo,NE,VU,0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0.0
Hypocnemis flavescens,cantador-sulfúreo,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hypocnemis cantator,cantador-da-guiana,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hymenops perspicillatus,viuvinha-de-óculos,NE,LC,0,0.0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Hylophylax punctulatus,guarda-várzea,NE,LC,0,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hylophylax naevius,Guarda-Floresta,NE,LC,0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hylophilus thoracicus,vite-vite,NE,LC,0,0.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hylophilus semicinereus,Verdinho-Da-Várzea,NE,LC,0,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hylophilus brunneiceps,vite-vite-de-cabeça-marrom,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hylopezus macularius,torom-carijó,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hylopezus dilutus,torom-do-imeri,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dryocopus lineatus,pica-pau-de-banda-branca,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Myiarchus tuberculifer,maria-cavaleira-pequena,NE,LC,0,0.0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Myiarchus swainsoni,irré,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Myiarchus ferox,maria-cavaleira,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mustelirallus albicollis,sanã-carijó,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Muscisaxicola capistratus,gaúcha-de-barriga-alaranjada,NE,,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Monasa nigrifrons,"bico-de-brasa, chora-chuva-preto",NE,LC,0,0.0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Monasa flavirostris,chora-chuva-de-bico-amarelo,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Monasa atra,chora-chuva-de-asa-branca,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Molothrus rufoaxillaris,"chupim-azeviche, vira-bosta-picumã",NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Molothrus oryzivorus,iraúna-grande,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Molothrus bonariensis,chupim,NE,LC,0,0.0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mitrospingus oleagineus,pipira-olivacea,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0
Mionectes roraimae,abre-asa-do-tepui,NE,LC,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
