reino,filo,classe,ordem,familia,genero,especie,subespecie,nome_cientifico_anterior,autor,nome_comum,grupo,mesano_avaliacao,categoria_2026,possivemente_extinta,criterio,justificativa,endemica_brasil,consta_em_lista_nacional_oficial,estado,regiao,bioma,bacia_hidrografica,unidade_de_conservacao_federal,unidade_de_conservacao_estadual,rppn,migratoria,tendencia_populacional,ameaca,uso,acao_conservacao,plano_de_acao,listas_e_convencoes,altitudeminmax,barimetriaminmax,especie_limpa,categoria_2014,lista_2014,status_2026,status_2014
Animalia,Chordata,Amphibia,Anura,Hylidae,Boana,Boana cambui,,Boana cambui,"(Pinheiro, Pezzuti, Leite, Garcia, Haddad & Faivovich, 2016)",Não Informado,Anfíbios,11/2025,Criticamente em Perigo,Não,B1ab(iii),"Boana cambui é endêmica do Brasil, do bioma Mata Atlântica, conhecida apenas da localidade-tipo, na região da Serra Negra, município de Rio Preto, no estado de Minas Gerais. Sua extensão de ocorrência é estimada em cerca de apenas 5 km², não havendo registro confirmado da espécie em localidades próximas e bem amostradas. A espécie é conhecida somente de um fragmento florestal, em propriedade particular, isolado em uma paisagem altamente fragmentada, em meio a uma matriz de pastagens e agricultura. O local também está sujeito à extração de madeira, ao uso da água do riacho e a incêndios, atividades provocam declínio continuado da qualidade do habitat da espécie e podem impactá-la rapidamente, dada sua distribuição restrita. Além disso, qualquer mudança no uso do solo nesta área particular afetaria a espécie como um todo, configurando apenas uma localização. Considerando esse cenário, Boana cambui foi avaliada como Criticamente em Perigo (CR) pelo critério B1ab(iii).",Sim,Não,Minas Gerais,|Sudeste|,Mata Atlântica,Sub-bacia Paraíba do Sul,,,,Não,Desconhecida,"2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.2 - Agricultura em pequenas propriedades
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.2 - Pecuária em pequenas propriedades
5 - Uso de recursos biológicos
5.2 - Coleta de plantas terrestres
5.2.2 - Efeitos indiretos (a espécie não é o alvo)
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios
7 - Modificações nos sistemas naturais
7.2 - Represas e uso de água
7.2.3 - Captação de água de superfície - uso na agricultura",,Proteção de recursos/habitat,,,,,boana cambui,,,CR,NE
Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,Bothrops insularis,,Bothrops insularis,"(Amaral, 1922)",jararaca-ilhôa,Répteis,11/2019,Criticamente em Perigo,Não,B1ab(v)+2ab(v),"Bothrops insularis é endêmica do Brasil, da Ilha da Queimada Grande, próxima à costa dos municípios de Itanhaém e Peruíbe, no litoral sul do estado de São Paulo. Sua extensão de ocorrência equivale à área da ilha, que é de 0,43km² e sua área de ocupação calculada é de 0,25 km², considerando-se que a espécie ocorre preferencialmente em ambiente de mata. A principal ameaça à espécie é a captura de indivíduos maduros para o comércio ilegal. Assim, há um declínio contínuo no número de indivíduos maduros. Considerando essa ameaça e apenas uma localização, Bothrops insularis foi caracterizada como Criticamente em Perigo (CR), pelos critérios B1ab(v)+2ab(v).",Sim,Sim,São Paulo,|Sudeste|,Desconhecido,,ARIE Ilha Queimada Grande e Queimada Pequena,APA MARINHA DO LITORAL CENTRO,,Desconhecido,Declinando,"5 - Uso de recursos biológicos
5.1 - Caça e captura de animais terrestres ou marinhos
5.1.1 - Caça/captura intencional (a espécie é o alvo)
5.1.1.3 - Comercial - Internacional
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.3 - Tendência desconhecida",,"Controle e fiscalização, Plano de Ação Nacional (PAN), Reprodução em cativeiro/propagação artificial","Plano de Ação Nacional para a Conservação da Herpetofauna Insular, Plano de Ação Nacional para conservação da Herpetofauna Ameaçada da Mata Atlântica da Região Sudeste do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,bothrops insularis,CR,1.0,CR,CR
Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,Bothrops jabrensis,,,"Barbo, Grazziotin, Pereira-Filho, Freitas, Abrantes & Kokubum, 2022",Jararaca-do-Jabre,Répteis,10/2022,Criticamente em Perigo,Não,B1ab(iii),"Bothrops jabrensis é endêmica do Brasil, conhecida apenas da localidade-tipo, o Pico do Jabre, localizado no Parque Estadual Pico do Jabre, no estado da Paraíba, entre 1.050 e 1.100 metros de altitude. A espécie parece ser bastante rara e poucos indivíduos são conhecidos. Algumas áreas de altitude no mesmo complexo de serras foram amostrados recentemente, assim como outros brejos de altitude em Pernambuco e no Ceará, mas não há registros adicionais. Assim, acredita-se que a distribuição da espécie seja bastante restrita, e sua extensão de ocorrência foi estimada em 10 km². Apesar de ser área protegida, o local sofre com incêndios e outros impactos, como desmatamentos, extração florestal, caça e acúmulo de lixo, provocado pela constante presença desordenada de turistas. Um incêndio de grandes proporções atingiu a área, inclusive as partes altas do morro, em 2017. Todas essas atividades provocam declínio continuado da qualidade do hábitat e foi considerada apenas uma localização, sendo incêndios a principal ameaça. Portanto, Bothrops jabrensis foi avaliada como Criticamente em Perigo (CR) pelo critério B1ab(iii).",Sim,Não,Paraíba,|Nordeste|,Caatinga,,,PARQUE ESTADUAL PICO DO JABRE,,Desconhecido,Desconhecida,"11 - Mudanças e extremos climáticos
11.2 - Secas
1 - Desenvolvimento residencial e comercial
1.4 - Assentamentos e pequenas propriedades rurais
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.2 - Agricultura em pequenas propriedades
5 - Uso de recursos biológicos
5.1 - Caça e captura de animais terrestres ou marinhos
5.1.1 - Caça/captura intencional (a espécie é o alvo)
5 - Uso de recursos biológicos
5.3 - Extração florestal
5.3.3 - Efeitos indiretos - subsistência/pequena escala
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios
9 - Poluição
9.4 - Lixo e resíduos sólidos
9.4.1 - Urbanos",,Proteção de locais/áreas,,,,,bothrops jabrensis,,,CR,NE
Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,Bothrops muriciensis,,Bothrops muriciensis,"Ferrarezzi & Freire, 2001",Jararaca-de-Murici,Répteis,11/2019,Criticamente em Perigo,Não,B1ab(iii),"Bothrops muriciensis é endêmica do Brasil, conhecida somente da Estação Ecológica (ESEC) de Murici, no estado de Alagoas, em um fragmento pequeno de floresta ombrófila densa de Mata Atlântica. Estudos realizados em localidades próximas, com características ambientais bastante similares, e monitoramento constante no local entre 2016 e 2019, sugerem que seja uma espécie bastante rara e de distribuição muito restrita, mesmo no interior da unidade de conservação. Sua extensão de ocorrência foi calculada em cerca de 1km². Boa parte da área nativa da região ao redor da ESEC foi convertida em plantio de larga escala de cana-de-açúcar. Mesmo no interior da unidade de conservação, que não possui regularização fundiária, a espécie é afetada pela perda de vegetação nativa e declínio da qualidade do hábitat, principalmente decorrentes da invasão de gado. Considerando apenas uma localização, Bothrops muriciensis foi avaliada como Criticamente em Perigo (CR) pelo critério B1ab(iii).",Sim,Sim,Alagoas,|Nordeste|,Mata Atlântica,Sub-bacia Litoral AL PE PB,ESEC de Murici,ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ,,Desconhecido,Desconhecida,"2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.3 - Agricultura agro-industrial
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.3 - Pecuária agro-industrial
5 - Uso de recursos biológicos
5.1 - Caça e captura de animais terrestres ou marinhos
5.1.1 - Caça/captura intencional (a espécie é o alvo)
5.1.1.6 - Retaliação/controle
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.3 - Tendência desconhecida
8 - Espécies invasoras
problemáticas e doenças
8.3 - Espécies nativas problemáticas
8.3.1 - Espécie conhecida
8.3.1.1 - Competidores
8 - Espécies invasoras
problemáticas e doenças
8.3.1.4 - Patógenos/parasitas",,"Conscientização/comunicação, Implementação de áreas protegidas, Implementação de corredores, Nível regional, Plano de Ação Nacional (PAN), Proteção de recursos/habitat","Plano de Ação Nacional para a Conservação da Herpetofauna Ameaçada da Mata Atlântica Nordestina, Plano de Ação Nacional para a Conservação da Herpetofauna do Nordeste - 2º ciclo","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,bothrops muriciensis,EN,1.0,CR,EN
Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,Bothrops otavioi,,Bothrops otavioi,"Barbo, Grazziotin, Sazima, Martins & Sawaya, 2012",Não Informado,Répteis,11/2019,Criticamente em Perigo,Não,"B1ab(iii,v)+2ab(iii,v)","Bothrops otavioi é endêmica do Brasil, registrada somente na Ilha da Vitória, no litoral norte do estado de São Paulo. Sua extensão de ocorrência é de 2,2 km2, que corresponde à área da ilha, e a sua área de ocupação é estimada em 1,87 km2, que corresponde à área da ilha excluindo os ambientes rochosos. A ilha é habitada por comunidades de pescadores que, por meio das atividades agrícolas e introdução de animais domésticos, provocam declínio continuado da qualidade do hábitat de B. otavioi, além do declínio do número de indivíduos maduros pela eliminação direta. Considerando apenas uma localização, Bothrops otavioi foi categorizada como Criticamente em perigo (CR) pelos critérios B1ab(iii,v)+2ab(iii,v).",Sim,Sim,São Paulo,|Sudeste|,Desconhecido,,,APA MARINHA DO LITORAL NORTE,,Desconhecido,Desconhecida,"2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.2 - Agricultura em pequenas propriedades
5 - Uso de recursos biológicos
5.1 - Caça e captura de animais terrestres ou marinhos
5.1.1 - Caça/captura intencional (a espécie é o alvo)
8 - Espécies invasoras
problemáticas e doenças
8.2 - Espécies domésticas
8.2.2 - Predadores",,"Plano de Ação Nacional (PAN), Proteção de recursos/habitat, Reprodução em cativeiro/propagação artificial",Plano de Ação Nacional para conservação da Herpetofauna Ameaçada da Mata Atlântica da Região Sudeste do Brasil,"Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,bothrops otavioi,CR,1.0,CR,CR
Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,Bothrops sazimai,,,"Barbo, Gasparini, Almeida, Zaher, Grazziotin, Gusmão, Ferrarini & Sawaya, 2016",Não Informado,Répteis,11/2019,Criticamente em Perigo,Não,"B1ab(iii,v)+2ab(iii,v)","Bothrops sazimai é endêmica do Brasil, conhecida somente da localidade-tipo, a ilha dos Franceses, uma ilha costeira no litoral sul do Espírito Santo, distante 3,6 km da praia de Itaoca. Tanto a extensão de ocorrência como a área de ocupação foram estimadas em menos de 1 km2. A ilha dos Franceses possui pequenas praias e localiza-se muito próxima à costa, havendo um constante trânsito de turistas, que às vezes acampam na ilha. Esse fluxo de pessoas provoca acúmulo de lixo e até incêndios ocasionais, elevando o risco de destruição de parte significativa da vegetação da ilha. Além disso, há intensa captura ilegal de indivíduos para o tráfico. Por essas razões, Bothrops sazimai foi avaliada como Criticamente em Perigo (CR) pelos critérios B1ab(iii,v)+2ab(iii,v).",Sim,Não,Espírito Santo,|Sudeste|,Sistema Costeiro-Marinho,,,,,Desconhecido,Desconhecida,"5 - Uso de recursos biológicos
5.1 - Caça e captura de animais terrestres ou marinhos
5.1.1 - Caça/captura intencional (a espécie é o alvo)
5.1.1.2 - Comercial - Nacional/Local
5 - Uso de recursos biológicos
5.1.1.3 - Comercial - Internacional
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios
9 - Poluição
9.4 - Lixo e resíduos sólidos
9.4.1 - Urbanos","3 - Animais de estimação/ornamentais
5 - Medicina humana ou veterinária",,,,,,bothrops sazimai,,,CR,NE
Animalia,Chordata,Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus pernix,,Brachycephalus pernix,"Pombal, Wistuba & Bornschein, 1998","Sapinho-de-colete, Sapinho-dourado, Sapinho-pingo-de-ouro-sardento",Anfíbios,09/2018,Criticamente em Perigo,Não,B1ab(iii)+2ab(iii),"Brachycephalus pernix é endêmica do Brasil, do bioma Mata Atlântica, conhecida somente da localidade-tipo, o Morro do Anhangava, no Parque Estadual da Serra da Baitaca, no município de Quatro Barras, estado do Paraná. Apesar de esforços de amostragem na região, não há registro em outras localidades além da localidade-tipo. A espécie é de pequeno porte, com baixa capacidade de dispersão e possui hábitat específico, sendo encontrada somente na serrapilheira de floresta altomontana acima de 1.100 metros de altitude. Assim, sua distribuição está restrita à área do topo do morro (1,96 km2) e acredita-se que sua extensão de ocorrência e área de ocupação sejam menores que essa área. O turismo no Parque é intenso e não controlado, e o pisoteio da serrapilheira pelos visitantes provoca declínio da qualidade do hábitat da espécie. Considerando essa a principal ameaça, foi definida apenas uma localização. Por essas razões, Brachycephalus pernix foi avaliada como Criticamente em Perigo (CR) pelos critérios B1ab(iii)+2ab(iii).",Sim,Sim,Paraná,|Sul|,Mata Atlântica,Sub-bacia Litoral RJ SP,,ÁREA DE PROTEÇÃO AMBIENTAL DO IRAÍ,,Não,Desconhecida,"11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas",,"Conscientização/comunicação, Manejo de locais/áreas, Plano de Ação Nacional (PAN), Proteção de recursos/habitat","Plano de Ação Nacional para a Conservação da Herpetofauna do Sul - 2º ciclo, Plano de Ação Nacional para a Conservação de Répteis e Anfíbios Ameaçados da Região Sul do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,brachycephalus pernix,CR,1.0,CR,CR
Animalia,Chordata,Mammalia,Primates,Atelidae,Brachyteles,Brachyteles hypoxanthus,,Brachyteles hypoxanthus,"Wied, 1820","Buriqui, Buriquim, Mariquina, Mono, Mono-carvoeiro, Mono-da-cara-manchada, Muriqui-do-norte, Muriquina",Mamíferos,09/2019,Criticamente em Perigo,Não,A4cde,"Brachyteles hypoxanthus é endêmica do Brasil, ocorrendo na Mata Atlântica de Minas Gerais, Rio de Janeiro, Espírito Santo e Bahia. Esta espécie sofre impactos resultantes da perda, degradação e fragmentação de hábitat, especialmente devido à agropecuária, à retirada de indivíduos da natureza por caça, eletrocussões e impactos da febre amarela, além de incêndios florestais e expansão da infraestrutura rodoviária e energética. Sua população atual é estimada em 1.136 indivíduos, com menos de 250 indivíduos maduros para cada subpopulação. Modelagens climáticas projetam 93% de perda de hábitat adequado para a ocorrência da espécie até 2050. Em função desse conjunto de ameaças, suspeita-se de uma redução populacional em curso de, pelo menos, 80% em 60 anos (três gerações). Sendo assim, Brachyteles hypoxanthus foi categorizada como Criticamente em Perigo (CR) pelo critério A4cde.",Sim,Sim,"Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro",|Nordeste|Sudeste|,Mata Atlântica,"Sub-bacia Contas
Sub-bacia Doce
Sub-bacia Grande
Sub-bacia Jequitinhonha
Sub-bacia Litoral BA ES
Sub-bacia Litoral ES
Sub-bacia Paraíba do Sul","APA Serra da Mantiqueira, PARNA Alto Cariri, PARNA de Itatiaia, PARNA do Caparaó, REBIO Augusto Ruschi, REBIO da Mata Escura, REVIS Una","PARQUE ESTADUAL ALTO DO CARIRI, PARQUE ESTADUAL DO RIO DOCE, PARQUE ESTADUAL SERRA DO BRIGADEIRO, PARQUE ESTADUAL SERRA DO PAPAGAIO, REFÚGIO ESTADUAL DE VIDA SILVESTRE MATA DOS MURIQUIS","RPPN Estação Biológica da Mata do Sossego, RPPN Feliciano Miguel Abdala",Não,Declinando,"11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
1 - Desenvolvimento residencial e comercial
1.3 - Áreas de turismo e recreação
1 - Desenvolvimento residencial e comercial
1.4 - Assentamentos e pequenas propriedades rurais
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.3 - Agricultura agro-industrial
2 - Agropecuária e Aquacultura
2.3 - Pecuária
3 - Produção energética e mineração
4 - Transportes e serviços de transmissão
4.1 - Estradas e ferrovias
4 - Transportes e serviços de transmissão
4.7 - Linhas de força/transmissão
5 - Uso de recursos biológicos
5.1 - Caça e captura de animais terrestres ou marinhos
5.1.1 - Caça/captura intencional (a espécie é o alvo)
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios
8 - Espécies invasoras
problemáticas e doenças
8.5 - Doenças provocadas por vírus ou príons","1 - Alimentação humana
1.1 - Caça de subsistência",Plano de Ação Nacional (PAN),"Plano de Ação Nacional para a Conservação dos Mamíferos da Mata Atlântica Central, Plano de Ação Nacional para a Conservação dos Muriquis, Plano de Ação Nacional para a Conservação dos Primatas da Mata Atlântica e da Preguiça-de-Coleira","CITES - Anexo I, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,brachyteles hypoxanthus,CR,1.0,CR,CR
Animalia,Arthropoda,Malacostraca,Isopoda,Brasileirinidae,Brasileirinho,Brasileirinho cavaticus,,,"Prevor?nik, Ferreira & Sket, 2012",Não Informado,Invertebrados de Água Doce,05/2018,Criticamente em Perigo,Não,B1ab(iii)+2ab(iii),"Brasileirinho cavaticus é endêmica do Brasil, com distribuição restrita a um lago freático no fundo da caverna da Baixa Funda, no Município de Paripiranga, estado da Bahia. A caverna da Baixa Funda é o único habitat conhecido da espécie até agora. A espécie não foi encontrada em outras cavernas da região. Sua extensão de ocorrência e área de ocupação são estimadas em menos de 10km². A espécie era abundante na época em foi descrita. A caverna da Baixa Funda, bem como seus arredores, foi severamente alterada, e não está em área protegida. A vegetação nativa foi substituída por monoculturas, atualmente milho. Os moradores locais usam a caverna para descartar o lixo doméstico. Devido ao difícil acesso através da entrada parcialmente obstruída, a seção final da caverna permanece relativamente bem protegida dos visitantes. No entanto ainda existe uma grande ameaça humana para a localidade tipo e seus habitantes, já que muitos produtos agrícolas foram vistos na entrada, representando uma fonte potencial de contaminação química da água subterrânea. Existe forte declínio da qualidade de habitat. Até o momento não há qualquer ação do poder público no intuito de proteger esta caverna. Considerando uma localização, a espécie foi categorizada como Criticamente em Perigo pelos critérios B1ab(iii)+2ab(iii).",Sim,Sim,Bahia,|Nordeste|,Caatinga,Sub-bacia Litoral SE,,,,Não,Desconhecida,"11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.2 - Agricultura em pequenas propriedades
7 - Modificações nos sistemas naturais
7.3 - Outras modificações nos ecossistemas
9 - Poluição
9.3 - Agropecuária e florestal
9.3.2 - Erosão do solo/sedimentação
9 - Poluição
9.3.3 - Herbicidas e pesticidas
9 - Poluição
9.4 - Lixo e resíduos sólidos
9.4.1 - Urbanos",,Plano de Ação Nacional (PAN),Plano de Ação Nacional para a Conservação das Cavernas do Brasil,Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022,,,brasileirinho cavaticus,CR,0.0,CR,CR
Animalia,Chordata,Actinopterygii,Characiformes,Bryconidae,Brycon,Brycon orbignyanus,,Brycon orbignyanus,"(Valenciennes, 1850)",Piracanjuba,Peixes Continentais,10/2019,Criticamente em Perigo,Não,A2c,"Brycon orbignyanus se distribuía originalmente nas bacias dos rios Paraná e Uruguai, abrangendo o Brasil, Argentina, Uruguai e Paraguai. No Brasil, a Extensão de Ocorrência (EOO) original foi calculada em aproximadamente 950.000 km². No entanto, devido à sucessiva fragmentação, sobretudo da bacia do rio Paraná pelos barramentos, a espécie está extinta na maior parte de sua área de ocorrência pretérita. Atualmente ocorre apenas no último trecho de rio livre do alto rio Paraná, situado entre o remanso do reservatório de Itaipu e a usina de Porto Primavera (cerca de 82.500 km²), e na região do rio Uruguai, situado entre o Parque Estadual do Turvo e o rio Ijuí (cerca de 4.300 km²). A área total de distribuição atual é de cerca de 86.800 km², o que que representa um declínio de aproximadamente 90% da EOO original. A principal ameaça inclui as barragens de usinas hidrelétricas, sendo também afetada pela poluição e pelo desmatamento. A jusante da barragem de Porto Primavera, o hábitat dessa espécie está sendo amplamente modificado pela alteração do pulso de inundação. Nesta região, existem dois complexos de populações com alta variabilidade genética e fluxo gênico, principalmente nos trechos que compreendem o alto rio Paraná, Porto Camargo, Ilha Grande e Ivinhema. A população da bacia do rio Uruguai está comprometida em sua viabilidade devido aos impactos cumulativos ocorridos nas últimas décadas, principalmente a instalação de usinas hidrelétricas. Monitoramentos constantes devem ser mantidos nas localidades onde a espécie ainda é registrada, além da necessária revisão dos planos de construção de hidrelétricas que afetem a sua área atual de ocorrência, em especial no rio Piquiri, onde estão previstos 17 empreendimentos hidrelétricos. Nesse contexto, considerando que, atualmente, a espécie ocorre em aproximadamente 10% de sua área de distribuição original, suspeita-se um declínio populacional de pelo menos 80% ao longo dos últimos 30 anos (três gerações) baseado no declínio da área de ocupação, extensão de ocorrência e qualidade do hábitat, em função da construção de hidrelétricas, poluição e desmatamento. Por isso, B. orbignyanus foi categorizada como Criticamente em Perigo (CR) pelo critério A2c.",Não,Sim,"Mato Grosso do Sul, Minas Gerais, Paraná, Rio Grande do Sul, Santa Catarina",|Centro-Oeste|Sudeste|Sul|,"Cerrado, Mata Atlântica","Sub-bacia Grande
Sub-bacia Iguaçu
Sub-bacia Paranaíba
Sub-bacia Paranapanema
Sub-bacia Paraná RH1
Sub-bacia Uruguai Alto","APA Ilhas e Várzeas do Rio Paraná, PARNA de Ilha Grande, PARNA Iguaçu","PARQUE ESTADUAL DAS VÁRZEAS DO RIO IVINHEMA, PARQUE ESTADUAL DO TURVO",,Sim,Declinando,"3 - Produção energética e mineração
3.3 - Energia renovável
3.3.1 - Hidrelétricas
5 - Uso de recursos biológicos
5.4 - Pesca e uso de recursos aquáticos
5.4.1 - Captura intencional - subsistência/pequena escala
5.4.1.7 - Emalhe
5.4.1.7.3 - Rede de espera fina
5 - Uso de recursos biológicos
5.4.2 - Captura intencional - larga escala
5.4.2.2 - Linha de mão
7 - Modificações nos sistemas naturais
7.2 - Represas e uso de água
7.2.10 - Represas (grandes)
9 - Poluição
9.1 - Doméstica e urbana - escoamento de água
9.1.1 - Esgoto
9 - Poluição
9.1.2 - Escoamento urbano
9 - Poluição
9.3 - Agropecuária e florestal
9.3.2 - Erosão do solo/sedimentação
9 - Poluição
9.3.3 - Herbicidas e pesticidas","1 - Alimentação humana
1.7 - Pesca artesanal
1.7.3 - Aparelho com anzol
1.7.3.5 - Linha de fundo e linha de mão
1 - Alimentação humana
1.7.7 - Emalhe
1.7.7.3 - Rede de espera fina
4 - Caça/pesca esportiva",Plano de Ação Nacional (PAN),"Plano de Ação Nacional para a Conservação das Espécies da Fauna Aquática Ameaçadas de Extinção do Ecossistema Mogi-Pardo-Grande, Plano de Ação Nacional para a Conservação das Espécies de Peixes Ameaçadas de Extinção da Bacia do Alto Rio Paraná","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,brycon orbignyanus,CR,1.0,CR,CR
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix flaviceps,,Callithrix flaviceps,"(Thomas, 1903)","Sagui-da-serra, Sagui-da-serra-claro, Sagui-taquara",Mamíferos,09/2019,Criticamente em Perigo,Não,A4bce,"Callithrix flaviceps é endêmico da Mata Atlântica brasileira, nos estados de Minas Gerais, Espírito Santo e Rio de Janeiro, sendo parapátrico com C. aurita e C. geoffroyi. Infere-se uma redução populacional em curso de, pelo menos, 80% em 18 anos (três gerações), em decorrência dos impactos da febre amarela, hibridação com espécies congêneres, perda, degradação e fragmentação de hábitat (devido principalmente à incidência de incêndios florestais e expansão de lavoura de café). Portanto, Callithrix flaviceps foi categorizado como Criticamente em Perigo (CR), pelo critério A4bce.",Sim,Sim,"Espírito Santo, Minas Gerais, Rio de Janeiro",|Sudeste|,Mata Atlântica,"Sub-bacia Doce
Sub-bacia Litoral ES
Sub-bacia Paraíba do Sul","PARNA do Caparaó, REBIO Augusto Ruschi",PARQUE ESTADUAL DO FORNO GRANDE,"RPPN Estação Biológica da Mata do Sossego, RPPN Feliciano Miguel Abdala, VALE DO SOL",Não,Declinando,"1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.3 - Agricultura agro-industrial
2 - Agropecuária e Aquacultura
2.2 - Silvicultura
2.2.2 - Plantações agro-industriais
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.3 - Pecuária agro-industrial
3 - Produção energética e mineração
3.2 - Mineração
4 - Transportes e serviços de transmissão
4.2 - Atropelamentos
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios
8 - Espécies invasoras
problemáticas e doenças
8.3 - Espécies nativas problemáticas
8.3.1 - Espécie conhecida
8.3.1.3 - Hibridação
8 - Espécies invasoras
problemáticas e doenças
8.5 - Doenças provocadas por vírus ou príons",,"Educação e comunicação, Manejo territorial, Plano de Ação Nacional (PAN), Proteção de locais/áreas","Plano de Ação Nacional para a Conservação dos Mamíferos da Mata Atlântica Central, Plano de Ação Nacional para a Conservação dos Primatas da Mata Atlântica e da Preguiça-de-Coleira","CITES - Anexo I, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,callithrix flaviceps,EN,1.0,CR,EN
Animalia,Chordata,Aves,Passeriformes,Platyrinchidae,Calyptura,Calyptura cristata,,Calyptura cristata,"(Vieillot, 1818)",tietê-de-coroa,Aves,06/2019,Criticamente em Perigo,Sim,D,"Calyptura cristata é endêmica do Rio de Janeiro. Os últimos registros confirmados na natureza são de 1996, na região da Serra dos Órgãos. As áreas comprovadas de ocorrência histórica por espécimes coletados e disponíveis em museus estão severamente degradadas. Assim sendo, acredita-se que, caso ainda exista, a população da espécie deva ser bem pequena, menor do que 50 indivíduos maduros. Dessa forma, C. cristata foi categorizada como Criticamente em Perigo (CR) Possivelmente Extinta (PEX) pelo critério D.",Sim,Sim,Rio de Janeiro,|Sudeste|,Mata Atlântica,,APA Petrópolis,,,Não,Desconhecida,"2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
3 - Produção energética e mineração
3.2 - Mineração
3.2.4 - Extração de minérios - garimpo",,"Plano de Ação Nacional (PAN), Proteção de locais/áreas",Plano de Ação Nacional para a Conservação das Aves Ameaçadas do Bioma Mata Atlântica,"Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,calyptura cristata,CR (PEX),1.0,CR,CR
