reino,filo,classe,ordem,familia,genero,especie,subespecie,nome_cientifico_anterior,autor,nome_comum,grupo,mesano_avaliacao,categoria_2026,possivemente_extinta,criterio,justificativa,endemica_brasil,consta_em_lista_nacional_oficial,estado,regiao,bioma,bacia_hidrografica,unidade_de_conservacao_federal,unidade_de_conservacao_estadual,rppn,migratoria,tendencia_populacional,ameaca,uso,acao_conservacao,plano_de_acao,listas_e_convencoes,altitudeminmax,barimetriaminmax,especie_limpa,categoria_2014,lista_2014,status_2026,status_2014
Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Altitatiayus,Altitatiayus campoi,,Altitatiayus campoi,"Grossi & Koike, 2011",besouro-tesoura,Invertebrados Terrestres,07/2022,Criticamente em Perigo,Não,B1ab(iii)+2ab(iii),"Altitatiayus campoi é endêmica do Brasil, conhecida apenas da localidade-tipo, no Pico do Marins, em Piquete, SP. A espécie é encontrada somente em altitude superior a 2.300m. Estudos foram realizados em outras áreas de altitude da região, porém não houve registros adicionais da espécie. Sua Área de Ocupação (AOO) é extremamente restrita, calculada em 08km&sup2;, equivalente também ao valor de sua Extensão de Ocorrência (EOO). A espécie tem tamanho pequeno (14,5 a 18 mm), é diurna e não tem capacidade de voo, utilizando o caminho das trilhas durante o dia. A área não é protegida e sofre intensa visitação, que é desordenada e promove pisoteio dos indivíduos nas trilhas. Conjuntamente, essas ameaças vêm provocando um contínuo declínio da qualidade do habitat, em função de abertura de trilhas, incêndios acidentais e abertura de áreas para camping. Considerando os incêndios como sua principal ameaça, há apenas 01 localização. Portanto, A. campoi foi categorizada como Criticamente Em Perigo (CR), pelos critérios B1ab(iii)+2ab(iii).",Sim,Sim,São Paulo,|Sudeste|,Mata Atlântica,Sub-bacia Paraíba do Sul,APA Serra da Mantiqueira,,,Não,Desconhecida,"11 - Mudanças e extremos climáticos
11.3 - Extremos térmicos
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios",,,,"Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",2300,,altitatiayus campoi,VU,1.0,CR,VU
Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Altitatiayus,Altitatiayus dulceae,,Altitatiayus dulceae,"(Bomans & Arnaud, 2002)",besouro-tesoura,Invertebrados Terrestres,07/2022,Criticamente em Perigo,Não,B1ab(iii)+2ab(iii),"Altitatiayus dulceae é endêmica do Brasil, conhecida apenas da localidade-tipo, na Trilha da Serra Negra a noroeste do Hotel Alsene, no Parque Nacional do Itatiaia, Minas Gerais. A espécie é encontrada somente em altitude superior a 2.400m. Estudos foram realizados em outras áreas de altitude da região, porém não houve registros adicionais da espécie. Sua Área de Ocupação (AOO) é extremamente restrita, calculada em 08km², equivalente também ao valor de sua Extensão de Ocorrência (EOO). A espécie é diurna e não tem capacidade de voo, utilizando o caminho das trilhas durante o dia. A área sofre intensa visitação, que promove pisoteio dos indivíduos nas trilhas. Conjuntamente, essas ameaças vêm provocando um contínuo declínio da qualidade do habitat, em função de abertura de trilhas e incêndios acidentais. Considerando os incêndios como sua principal ameaça, há apenas 01 localização. Portanto, A. dulceae foi categorizada como Criticamente Em Perigo (CR), pelos critérios B1ab(iii)+2ab(iii).",Sim,Sim,Minas Gerais,|Sudeste|,Mata Atlântica,Sub-bacia Grande,PARNA de Itatiaia,,,Não,Desconhecida,"11 - Mudanças e extremos climáticos
11.3 - Extremos térmicos
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios",,,,"Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",2400,,altitatiayus dulceae,VU,1.0,CR,VU
Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Altitatiayus,Altitatiayus godinhorum,,Altitatiayus godinhorum,"(Bomans & Arnaud, 1996)",besouro-tesoura,Invertebrados Terrestres,07/2022,Criticamente em Perigo,Não,B1ab(iii)+2ab(iii),"Altitatiayus godinhorum é endêmica do Brasil, conhecida apenas da localidade-tipo, encontrada somente na trilha que dá acesso ao Morro do Couto, Parque Nacional do Itatiaia, Rio de Janeiro. A espécie é encontrada somente em altitude superior a 2.400m. Estudos foram realizados em outras áreas de altitude da região, porém não houve registros adicionais da espécie. Sua Área de Ocupação (AOO) é extremamente restrita, calculada em 08km², equivalente também ao valor de sua Extensão de Ocorrência (EOO). A espécie é diurna e não tem capacidade de voo, utilizando o caminho das trilhas durante o dia. A área sofre intensa visitação, que promove pisoteio dos indivíduos nas trilhas. Conjuntamente, essas ameaças vêm provocando um contínuo declínio da qualidade do habitat, em função de abertura de trilhas e incêndios acidentais. Considerando os incêndios como sua principal ameaça, há apenas 01 localização. Portanto, A. godinhorum foi categorizada como Criticamente Em Perigo (CR), pelos critérios B1ab(iii)+2ab(iii).",Sim,Sim,Rio de Janeiro,|Sudeste|,Mata Atlântica,Sub-bacia Paraíba do Sul,PARNA de Itatiaia,,,Não,Desconhecida,"11 - Mudanças e extremos climáticos
11.3 - Extremos térmicos
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios",,,,"Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",2400,,altitatiayus godinhorum,VU,1.0,CR,VU
Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Altitatiayus,Altitatiayus rotundatus,,Altitatiayus rotundatus,"(Boileau, 1902)",besouro-tesoura,Invertebrados Terrestres,07/2022,Criticamente em Perigo,Não,B1ab(iii),"Altitatiayus rotundatus é endêmica do Brasil, mais especificamente do Vale das Prateleiras, Itatiaia, Rio de Janeiro, no Parque Nacional do Itatiaia, sendo encontrada na trilha entre o Abrigo Rebouças e o início da subida para o Pico das Prateleiras. A espécie é encontrada somente em altitude superior a 2.400m. Estudos foram realizados em outras áreas de altitude da região, porém não houve registros adicionais da espécie. Sua Área de Ocupação (AOO) é extremamente restrita, calculada em 16km², equivalente também ao valor de sua Extensão de Ocorrência (EOO). A espécie é diurna e não tem capacidade de voo, utilizando o caminho das trilhas durante o dia. A área sofre intensa visitação, que promove pisoteio dos indivíduos nas trilhas. Conjuntamente, essas ameaças vêm provocando um contínuo declínio da qualidade do habitat, em função de abertura de trilhas e incêndios acidentais. Considerando os incêndios como sua principal ameaça, há apenas 01 localização. Portanto, A. rotundatus foi categorizada como Criticamente Em Perigo (CR), pelo critério B1ab(iii).",Sim,Sim,Rio de Janeiro,|Sudeste|,Mata Atlântica,Sub-bacia Paraíba do Sul,PARNA de Itatiaia,,,Não,Desconhecida,"11 - Mudanças e extremos climáticos
11.3 - Extremos térmicos
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios",,,,"Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",2400,,altitatiayus rotundatus,VU,1.0,CR,VU
Animalia,Arthropoda,Malacostraca,Isopoda,Scleropactidae,Amazoniscus,Amazoniscus leistikowi,,,"Campos-Filho, Araujo & Taiti, 2014",Não Informado,Invertebrados Terrestres,05/2018,Criticamente em Perigo,Não,B2ab(iii),"Amazoniscus leitikowi é conhecida apenas da localidade tipo, o abrigo do Sismógrafo em Altamira/Pará. Essa localidade foi alagada com o início da operação da usina hidrelétrica de Belo Monte, em 2016. Embora outras cavernas da região tenham sido amostradas durante a realização do Estudo de Impacto Ambiental do empreendimento e a espécie não tenha sido em outra localidade, é provável que existam mais habitats disponíveis que precisam ser devidamente amostrados. Considerando uma área de ocupação menor do que 10km2 e uma localização, a espécie foi categorizada como Criticamente em Perigo pelo critério B2ab(iii).",Sim,Sim,Pará,|Norte|,Amazônia,Sub-bacia Xingu,,,,Não,Desconhecida,"11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.4 - Pecuária em escala desconhecida
3 - Produção energética e mineração
3.3 - Energia renovável
3.3.1 - Hidrelétricas
5 - Uso de recursos biológicos
5.3 - Extração florestal
5.3.5 - Motivação desconhecida
7 - Modificações nos sistemas naturais
7.2 - Represas e uso de água
7.2.10 - Represas (grandes)
7 - Modificações nos sistemas naturais
7.3 - Outras modificações nos ecossistemas",,Plano de Ação Nacional (PAN),Plano de Ação Nacional para a Conservação das Cavernas do Brasil,Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022,,,amazoniscus leistikowi,CR,0.0,CR,CR
Animalia,Chordata,Amphibia,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus tepequem,,,"Fouquet, Souza, Nunes, Kok, Curcio, Carvalho, Grant & Rodrigues, 2015",Não Informado,Anfíbios,11/2018,Criticamente em Perigo,Sim,B1ab(iii),"Anomaloglossus tepequem é endêmica do Brasil, do bioma Amazônia, conhecida apenas para a Serra do Tepequém, no estado de Roraima. A espécie foi registrada somente acima de 500 metros de altitude e sua extensão de ocorrência foi estimada em 50 km2. Embora sua descrição seja relativamente recente (2015), seus registros são históricos. Nos anos de 1986 e 1992 a espécie era abundante e facilmente encontrada no local. Entre os anos de 1985 e 1990 houve intensa atividade minerária para extração de ouro, que atingiu até o topo da serra, impactando fortemente o hábitat da espécie. Expedições mais recentes, em 2011 e 2013, na mesma localidade não resultaram no encontro da espécie, que presumivelmente desapareceu. Após a atividade de mineração, a região tem sofrido declínio continuado da qualidade do hábitat em função da ocupação humana, pecuária e constantes queimadas. Considerando uma única localização, tendo o fogo como principal ameaça, Anomaloglossus tepequem foi avaliada como Criticamente em Perigo (CR) pelo critério B1ab(iii), estando possivelmente extinta (PEX).",Sim,Sim,Roraima,|Norte|,Amazônia,Sub-bacia Negro,,,,Não,Declinando,"2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
3 - Produção energética e mineração
3.2 - Mineração
3.2.4 - Extração de minérios - garimpo
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.3 - Tendência desconhecida",,Plano de Ação Nacional (PAN),,Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022,,,anomaloglossus tepequem,CR (PEX),0.0,CR,CR
Animalia,Arthropoda,Entognatha,Collembola,Isotomidae,Archisotoma,Archisotoma arariboia,,Archisotoma arariboia,"Neves & Mendonça, 2014","Colêmbolo, Pulga-de-jardim",Invertebrados Terrestres,05/2024,Criticamente em Perigo,Não,B2ab(iii),"Archisotoma arariboia é endêmica do Brasil, ocorrendo exclusivamente na zona entremarés da praia do Sossego, em Niterói, estado do Rio de Janeiro, região intensamente urbanizada. A principal ameaça à espécie é a degradação do ambiente relacionada ao intenso uso recreativo da praia, que inclui a poluição e pisoteio. A Área de Ocupação foi calculada em 8km2 (B2), com uma única localização (a) e declínio continuado da qualidade do habitat (biii). Por isso, A. arariboia foi categorizada como Criticamente em Perigo (CR) pelo critério B2ab(iii).",Sim,Sim,Rio de Janeiro,|Sudeste|,"Mata Atlântica, Sistema Costeiro-Marinho",,,,,Desconhecido,Desconhecida,"6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
7 - Modificações nos sistemas naturais
7.3 - Outras modificações nos ecossistemas
9 - Poluição
9.4 - Lixo e resíduos sólidos
9.4.1 - Urbanos
9 - Poluição
9.4.2 - Industriais",,,,Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022,,,archisotoma arariboia,CR,0.0,CR,CR
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Ardistomis,Ardistomis ferreirai,,,"Balkenohl, Pellegrini & Zampaulo, 2018","Besouro, Carocha",Invertebrados Terrestres,02/2025,Criticamente em Perigo,Não,B1ab(iii)+2ab(iii),"Ardistomis ferreirai é endêmica do Brasil, com ocorrência registrada em três cavernas ferruginosas localizadas na Floresta Nacional de Carajás, no município de Parauapebas, estado do Pará. A principal ameaça à espécie é a mineração de minério de ferro, sendo que uma das cavernas já foi suprimida. A Extensão de Ocorrência (EOO) foi calculada em 79 km², a partir da extensão dos corpos ferruginosos onde a espécie ocorre, e a Área de Ocupação (AOO) foi calculada em 8 km². As cavernas ocorrem em um platô ferruginoso e podem ser impactadas por um único evento de lavra, o que caracteriza uma localização. Considerando essa situação e tendo em vista o declínio continuado da qualidade do habitat devido à mineração, A. ferreirai foi categorizada como Criticamente em Perigo (CR) segundo os critérios B1ab(iii)+2ab(iii).",Sim,Não,Pará,|Norte|,Amazônia,Sub-bacia Tocantins Baixo,FLONA Carajás,,,Não,Desconhecida,"3 - Produção energética e mineração
3.2 - Mineração
3.2.3 - Extração de minérios - subsolo",,,,,,,ardistomis ferreirai,,,CR,NE
Animalia,Porifera,Demospongiae,Incertae Sedis,Incertae Sedis,Arinosaster,Arinosaster patriciae,,,"Volkmer-Ribeiro et al., 2021",Esponja,Invertebrados de Água Doce,02/2025,Criticamente em Perigo,Não,B1ab(iii)+2ab(iii),"Arinosaster patriciae é endêmica do Brasil, sendo conhecida de um único registro no Sumidouro do Rio Claro, um tributário do Rio Arinos, município de Diamantino, no estado do Mato Grosso. Sua Extensão de Ocorrência (EOO) e Área de Ocupação (AOO) foram calculadas em 4 km². O material tipo foi coletado em 2017 e, posteriormente, foi instalada uma PCH na região. Por meio da análise de imagens de satélites, é possível afirmar que o ambiente onde a espécie ocorre, águas correntes e bem oxigenadas, foi profundamente alterado. No início de 2022, houve extensos desmatamentos na área a ser alagada e, em setembro de 2022, o reservatório foi alagado. Durante o processo de licenciamento ambiental do empreendimento, 29 feições espeleológicas, incluindo três sumidouros, foram encontradas e a espécie foi registrada somente no Sumidouro do Rio Claro. Considerando uma única localização, tendo o reservatório como principal ameaça, e o declínio continuado da qualidade do habitat devido ao alagamento da área, A. patriciae foi categorizada como Criticamente em Perigo (CR) segundo os critérios B1ab(iii)+2ab(iii).",Sim,Não,Mato Grosso,|Centro-Oeste|,Cerrado,Sub-bacia Tapajós,,,,Não,Desconhecida,"3 - Produção energética e mineração
3.3 - Energia renovável
3.3.1 - Hidrelétricas",,,,,,,arinosaster patriciae,,,CR,NE
Animalia,Annelida,Clitellata,Haplotaxida,Ocnerodrilidae,Arraia,Arraia nelmae,,,"Hernández-García, Burgos-Guerrero, Rousseau & James, 2018",Minhoca,Invertebrados Terrestres,04/2022,Criticamente em Perigo,Não,B1ab(iii),"Arraia nelmae é endêmica do Brasil, registrada apenas no município de Rosário, estado do Maranhão. Sua distribuição conhecida é restrita a solos de baixada entre as áreas de mangue e as de florestas de terra firme, em locais mais altos do município. Considerando registros confirmados e inferidos da espécie, sua Extensão de Ocorrência (EOO) foi estimada em 59km2. A região é afetada, principalmente, pela expansão de assentamentos rurais e pela presença de sistemas de agricultura familiar que fazem uso intenso de fogo e que, consequentemente, promovem o declínio continuado da qualidade do habitat. Considerando a baixa capacidade de dispersão, suspeita-se que a população esteja severamente fragmentada. Por essas razões, A. nelmae foi categorizada como Criticamente em Perigo (CR), pelo critério B1ab(iii).",Sim,Não,Maranhão,|Nordeste|,Amazônia,Sub-bacia Itapecuru,,ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS,,Não,Desconhecida,"1 - Desenvolvimento residencial e comercial
1.4 - Assentamentos e pequenas propriedades rurais
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.2 - Agricultura em pequenas propriedades
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.2 - Pecuária em pequenas propriedades",,,,,,,arraia nelmae,,,CR,NE
Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Arrhopalites,Arrhopalites gnaspinii,,Arrhopalites gnaspinii,"(Palacios-Vargas & Zeppelini, 1995)",Não Informado,Invertebrados Terrestres,05/2018,Criticamente em Perigo,Não,B2ab(iii),"Arrhopalites gnaspinii é endêmica do Brasil e restrita à Caverna Alambari de Baixo, no Parque Estadual Turístico do Alto Ribeira - PETAR, em Iporanga-SP. A área de ocupação da espécie é menor que 1 km&sup2;, representando uma localização, e sofre pressão e desgaste oriundos das populações humanas adjacentes e da atividade de visitação turística nas cavernas do parque. Os visitantes causam degradação e perda de hábitat e de indivíduos da população através do pisoteamento da fauna de solo e dos locais habitados por ela, como acúmulos de guano e poças d’água, configurando um declínio continuado na qualidade do habitat. Há pressão para ampliar as rotas de turismo nesta caverna. Por isso, A. gnaspinii foi categorizada como Criticamente em Perigo (CR) segundo o critério B2ab(iii).",Sim,Sim,São Paulo,|Sudeste|,Mata Atlântica,"Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP",,PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,,Não,Desconhecida,"6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas",15 - Pesquisa,"Manejo de locais/áreas, Plano de Ação Nacional (PAN)",Plano de Ação Nacional para a Conservação das Cavernas do Brasil,"Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,arrhopalites gnaspinii,CR,1.0,CR,CR
Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Arrhopalites,Arrhopalites paranaensis,,Arrhopalites paranaensis,"Zeppelini, 2006",Não Informado,Invertebrados Terrestres,05/2018,Criticamente em Perigo,Não,B2ab(iii),"Arrhopalites paranaensis é endêmica do Brasil e restrita ao Monumento Natural da Gruta da Lancinha, em Rio Branco do Sul-Paraná. A área de ocupação da espécie é restrita (apenas uma localidade), possui área inferior a 10 km&sup2; e sofre pressão e desgaste oriundos das populações humanas adjacentes e da atividade de visitação turística desordenada na caverna. Os visitantes causam degradação e perda de hábitat e de indivíduos da população através do pisoteamento da fauna de solo e dos locais habitados pela espécie, como acúmulos de guano e poças d’água. É válido ressaltar que, embora a espécie tenha sido descrita em 2006, a área da caverna Lancinha e seus arredores foi estudada e os registros de espécimes de colêmbolos na área, resultantes de amostragem seguidas, confirmam que a espécie está de fato restrita à caverna citada. Por isso, A. paranaensis foi categorizada como Criticamente em Perigo (CR) pelo critério B2ab(iii).",Sim,Sim,Paraná,|Sul|,Mata Atlântica,"Sub-bacia Litoral RJ
Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP",,,,Não,Desconhecida,"11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
1 - Desenvolvimento residencial e comercial
1.3 - Áreas de turismo e recreação
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas",15 - Pesquisa,"Manejo de locais/áreas, Plano de Ação Nacional (PAN), Proteção de locais/áreas",Plano de Ação Nacional para a Conservação das Cavernas do Brasil,"Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,arrhopalites paranaensis,CR,1.0,CR,CR
Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Aspidoras,Aspidoras mephisto,,,"Tencatt & Bichuette, 2017",Não Informado,Peixes Continentais,03/2021,Criticamente em Perigo,Não,B2ab(iii),"Aspidoras mephisto é endêmica do Brasil, conhecida apenas do sistema de cavernas Anésio-Russão (cavernas Anésio III e Russão II), bacia do alto rio Tocantins, no estado de Goiás. A Área de Ocupação foi calculada em 4 km2. É uma região bem prospectada em termos de inventários ictiológicos e espeleológicos, e a espécie foi encontrada somente nesse sistema de cavernas, evidenciando distribuição muito restrita. O sistema de cavernas Anésio-Russão não possui é abrangido por nenhuma unidade de conservação; os arredores deste sistema sofrem ações antrópicas, como desmatamento, crescimento urbano e descarga de esgoto doméstico, além de secas periódicas. Portanto, a combinação desses fatores caracteriza declínio continuado da qualidade do hábitat. Considerando a expansão urbana, inclusive com fábricas de produção de cal e cimento a 300 metros da entrada da caverna, como a principal ameaça, a distribuição muito restrita configura uma localização. Dessa forma, Aspidoras mephisto foi categorizada como Criticamente em Perigo (CR) pelo critério B2ab(iii).",Sim,Não,Goiás,|Centro-Oeste|,Cerrado,Sub-bacia Tocantins Alto,,,,Não,Desconhecida,"11 - Mudanças e extremos climáticos
11.2 - Secas
1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
1 - Desenvolvimento residencial e comercial
1.2 - Áreas comerciais e industriais
3 - Produção energética e mineração
3.2 - Mineração
3.2.2 - Extração de seixo/pedra
9 - Poluição
9.1 - Doméstica e urbana - escoamento de água
9.1.1 - Esgoto",,,,,,,aspidoras mephisto,,,CR,NE
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax brucutu,,,"Zanata, Lima, Di Dario & Gerhard, 2017",Não Informado,Peixes Continentais,10/2021,Criticamente em Perigo,Não,"B1ab(iii,v)+2ab(iii,v)","Astyanax brucutu é endêmica do Brasil e ocorre no rio Pratinha, tributário do rio Santo Antônio, bacia do alto rio Paraguaçu, no estado da Bahia. A espécie depende do tipo peculiar de substrato formado por conchas de Hydrobiidae para alimentação. É encontrada apenas no rio Pratinha, local atualmente ocupado pela espécie invasora tilápia-do-nilo, que promove alterações no substrato, reduzindo a disponibilidade de alimento de A. brucutu (uma localização). Além disso, a piscina natural do rio Pratinha é intensamente impactada pelo uso público que, além de promover a alteração do substrato, promove também declínio continuado na qualidade do habitat e, possivelmente, no número de indivíduos maduros. Ainda, a Extensão de Ocorrência (EOO) foi calculada em 14 km2 e a Área de Ocupação (AOO), em 4 km2. Desta forma, Astyanax brucutu foi categorizada como Criticamente em Perigo (CR) pelos critérios B1ab(iii,v)+2ab(iii,v).",Sim,Não,Bahia,|Nordeste|,Caatinga,Sub-bacia Itapecuru-Paraguaçu,,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,,Não,Desconhecida,"6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
8 - Espécies invasoras
problemáticas e doenças
8.1 - Espécies exóticas
8.1.1 - Espécie conhecida
8.1.1.1 - Competidores",,,,,,,astyanax brucutu,,,CR,NE
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax eremus,,Astyanax eremus,"Ingenito & Duboc, 2014","Lambari, Piaba",Peixes Continentais,10/2019,Criticamente em Perigo,Não,B2ab(iii),"Astyanax eremus é endêmica do Brasil, conhecida unicamente de sua série-tipo, com 38 exemplares coletados em 2008, restritos ao rio Canivete no município de Balsa Nova, estado do Paraná, um pequeno afluente independente do rio Iguaçu isolado por um conjunto de quedas com cerca de dez metros cada. A região do entorno da localidade-tipo é bem amostrada, com coletas desde 1908, realizadas primeiramente por Haseman, até expedições recentes e frequentes, em especial a partir da década de 1990. Mesmo assim, a espécie foi unicamente registrada em um trecho de mata bem preservada, a qual está imersa em uma grande área ocupada por plantações de soja e trigo. A principal ameaça identificada é a perda de habitat pela expansão das atividades agrícolas. A área de ocupação (AOO) foi calculada em 4 km2, sendo identificada uma única localização e declínio continuado da qualidade do hábitat em função da degradação do ambiente. Portanto, A. eremus foi categorizada como Criticamente em Perigo (CR) pelo critério B2ab(iii).",Sim,Sim,Paraná,|Sul|,Mata Atlântica,Sub-bacia Iguaçu,,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,,Não,Desconhecida,"2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.4 - Pecuária em escala desconhecida",,"Manejo de espécies, Manejo territorial, Plano de Ação Nacional (PAN)",Plano de Ação Nacional para a Conservação dos Peixes e Eglas da Mata Atlântica,"Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022",,,astyanax eremus,CR,1.0,CR,CR
